dmu,country,year,efficiencies,material_footprint,income_share_20
Kyrgyzstan_2006,Kyrgyzstan,2006,0.00414,7.25,7.3
Kyrgyzstan_2007,Kyrgyzstan,2007,0.00382,7.85,7.6
Kyrgyzstan_2008,Kyrgyzstan,2008,0.01994,8.65,8.4
Kyrgyzstan_2009,Kyrgyzstan,2009,0.09534,7.64,9.1
Kyrgyzstan_2010,Kyrgyzstan,2010,0.05023,7.69,8.7
Kyrgyzstan_2011,Kyrgyzstan,2011,0.18103,8.28,9.7
Kyrgyzstan_2012,Kyrgyzstan,2012,0.16552,8.28,9.6
Kyrgyzstan_2013,Kyrgyzstan,2013,0.11404,8.64,9.3
Kyrgyzstan_2014,Kyrgyzstan,2014,0.21733,8.67,10
Kyrgyzstan_2015,Kyrgyzstan,2015,0.14579,8.52,9.5
Latvia_2004,Latvia,2004,0.0025,12,6.5
Latvia_2005,Latvia,2005,0.00221,13.6,5.9
Latvia_2006,Latvia,2006,0.00187,16,6.8
Latvia_2007,Latvia,2007,0.00154,19.5,6.4
Latvia_2008,Latvia,2008,0.0016,18.7,6.1
Latvia_2009,Latvia,2009,0.002,15,5.9
Latvia_2010,Latvia,2010,0.00197,15.2,6.2
Latvia_2011,Latvia,2011,0.00173,17.3,6.4
Latvia_2012,Latvia,2012,0.00162,18.5,6.5
Latvia_2013,Latvia,2013,0.00158,19,6.5
Latvia_2014,Latvia,2014,0.00144,20.9,6.6
Latvia_2015,Latvia,2015,0.00138,21.7,7.1
Lithuania_2004,Lithuania,2004,0.0014,21.5,5.8
Lithuania_2005,Lithuania,2005,0.00129,23.3,6.4
Lithuania_2006,Lithuania,2006,0.00118,25.4,6.9
Lithuania_2007,Lithuania,2007,0.001,29.9,6.8
Lithuania_2008,Lithuania,2008,9.6e-4,31.2,6.6
Lithuania_2009,Lithuania,2009,0.00116,25.8,5.7
Lithuania_2010,Lithuania,2010,0.00115,26.2,6.5
Lithuania_2011,Lithuania,2011,0.00103,29,7.1
Lithuania_2012,Lithuania,2012,9.9e-4,30.4,6.5
Lithuania_2013,Lithuania,2013,0.00093000000000000005,32.3,6.7
Lithuania_2014,Lithuania,2014,8.9e-4,33.7,6
Lithuania_2015,Lithuania,2015,8.6e-4,34.9,6.1
Lithuania_2016,Lithuania,2016,8.5e-4,35.5,6
Luxembourg_2002,Luxembourg,2002,0.00142,88,8.333333333333334
Luxembourg_2003,Luxembourg,2003,0.00112,90.2,8.3
Luxembourg_2004,Luxembourg,2004,0.00104,97.8,8.3
Luxembourg_2005,Luxembourg,2005,2.9e-4,102,8.2
Luxembourg_2006,Luxembourg,2006,2.9e-4,103,8.2
Luxembourg_2007,Luxembourg,2007,9.5e-4,107,8.3
Luxembourg_2008,Luxembourg,2008,2.9e-4,105,7.8
Luxembourg_2009,Luxembourg,2009,3.1e-4,96.9,8
Luxembourg_2010,Luxembourg,2010,3e-4,99.6,8.2
Luxembourg_2011,Luxembourg,2011,2.8e-4,109,7.8
Luxembourg_2012,Luxembourg,2012,2.9e-4,103,7.3
Luxembourg_2013,Luxembourg,2013,2.8e-4,106,7.6
Luxembourg_2014,Luxembourg,2014,2.9e-4,105,7.9
Luxembourg_2015,Luxembourg,2015,2.9e-4,105,7.4
Malaysia_2007,Malaysia,2007,0.00147,20.4,4.9
Malaysia_2008,Malaysia,2008,0.00146,20.6,4.8
Malaysia_2009,Malaysia,2009,0.00149,20.1,4.933333333333334
Malaysia_2010,Malaysia,2010,0.00142,21.1,5.066666666666666
Malaysia_2011,Malaysia,2011,0.00138,21.8,5.2
Malaysia_2012,Malaysia,2012,0.00132,22.7,5.5
Malaysia_2013,Malaysia,2013,0.00126,23.9,5.8
Malaysia_2014,Malaysia,2014,0.00128,23.5,5.8
Malta_2006,Malta,2006,0.01029,30.6,8.6
Malta_2007,Malta,2007,0.00328,30.9,8.3
Malta_2008,Malta,2008,0.00786,31,8.5
Malta_2009,Malta,2009,0.00116,25.8,8.2
Malta_2010,Malta,2010,0.00666,25.9,8.4
Malta_2011,Malta,2011,0.00945,25.8,8.5
Malta_2012,Malta,2012,0.00679,25.4,8.4
Malta_2013,Malta,2013,0.01184,26.6,8.6
Malta_2014,Malta,2014,0.01189,26.5,8.6
Malta_2015,Malta,2015,0.00913,26.7,8.5
Mexico_1990,Mexico,1990,0.00366,8.19,4.033333333333333
Mexico_1991,Mexico,1991,0.0035,8.58,3.9666666666666663
Mexico_1992,Mexico,1992,0.00333,9.01,3.9
Mexico_1993,Mexico,1993,0.00332,9.04,3.85
Mexico_1994,Mexico,1994,0.00317,9.45,3.8
Mexico_1995,Mexico,1995,0.00395,7.6,3.5
Moldova_1997,Moldova,1997,0.375,0.08,6.5
Moldova_1998,Moldova,1998,0.6,0.05,6
Moldova_1999,Moldova,1999,0.75,0.04,6
Moldova_2000,Moldova,2000,0.6,0.05,6.9
Moldova_2001,Moldova,2001,0.75,0.04,6.7
Moldova_2002,Moldova,2002,0.08824,0.34,7
Moldova_2003,Moldova,2003,0.6,0.05,7.6
Moldova_2004,Moldova,2004,0.42857,0.07,7.4
Moldova_2005,Moldova,2005,0.0625,0.48,7
Moldova_2006,Moldova,2006,0.125,0.24,7.1
Moldova_2007,Moldova,2007,0.15,0.2,7.4
Moldova_2008,Moldova,2008,0.06522,0.46,7.3
Moldova_2009,Moldova,2009,0.05882,0.51,7.6
Moldova_2010,Moldova,2010,0.04348,0.69,8.1
Moldova_2011,Moldova,2011,0.26495,0.92,8.5
Moldova_2012,Moldova,2012,1,0.6,9
Moldova_2013,Moldova,2013,0.22979,3.17,9.1
Moldova_2014,Moldova,2014,0.43701,3.43,9.7
Moldova_2015,Moldova,2015,0.42343,3.54,9.7
Moldova_2016,Moldova,2016,0.51481,3.66,10
Mongolia_2016,Mongolia,2016,0.00224,13.4,8
North Macedonia_2009,North Macedonia,2009,0.0025,12,4.1
North Macedonia_2010,North Macedonia,2010,0.00259,11.6,3.7
North Macedonia_2011,North Macedonia,2011,0.00226,13.3,4.4
North Macedonia_2012,North Macedonia,2012,0.00233,12.9,4.9
North Macedonia_2013,North Macedonia,2013,0.00229,13.1,5.6
Norway_1990,Norway,1990,0.09087,21.3,10.04
Norway_1991,Norway,1991,0.07884,23.9,10
Norway_1992,Norway,1992,0.07039,25.4,9.925
Norway_1993,Norway,1993,0.0666,25.4,9.85
Norway_1994,Norway,1994,0.06066,26.3,9.775
Norway_1995,Norway,1995,0.05471,27.4,9.7
Norway_1996,Norway,1996,0.05151,29.1,9.7
Norway_1997,Norway,1997,0.05013,29.9,9.7
Norway_1998,Norway,1998,0.04501,33.3,9.7
Norway_1999,Norway,1999,0.04729,31.7,9.7
Norway_2000,Norway,2000,0.04835,31,9.7
Norway_2001,Norway,2001,0.04664,30.3,9.633333333333333
Norway_2002,Norway,2002,0.04269,31.1,9.566666666666666
Norway_2003,Norway,2003,0.03994,31.1,9.5
Norway_2004,Norway,2004,0.01416,32.3,8.8
Norway_2005,Norway,2005,0.01796,33.4,9
Norway_2006,Norway,2006,0.02543,33.7,9.2
Norway_2007,Norway,2007,0.0301,37,9.4
Norway_2008,Norway,2008,0.01985,36.7,9.1
Norway_2009,Norway,2009,0.03365,33.1,9.4
Norway_2010,Norway,2010,0.03621,34.3,9.5
Norway_2011,Norway,2011,0.03539,35.1,9.5
Norway_2012,Norway,2012,0.03068,36.3,9.4
Norway_2013,Norway,2013,0.02656,37.1,9.3
Norway_2014,Norway,2014,0.01958,37.2,9.1
Norway_2015,Norway,2015,0.01596,37.6,9
Poland_2004,Poland,2004,0.00168,17.9,5.7
Poland_2005,Poland,2005,0.00161,18.6,6.4
Poland_2006,Poland,2006,0.0016,18.7,6.8
Poland_2007,Poland,2007,0.0014,21.4,7.2
Poland_2008,Poland,2008,0.00138,21.8,7.3
Poland_2009,Poland,2009,0.00149,20.2,7.3
Poland_2010,Poland,2010,0.00139,21.6,7.3
Poland_2011,Poland,2011,0.00127,23.6,7.3
Poland_2012,Poland,2012,0.00133,22.5,7.2
Poland_2013,Poland,2013,0.00135,22.3,7.2
Poland_2014,Poland,2014,0.00132,22.7,7.2
Poland_2015,Poland,2015,0.00129,23.2,7.4
Portugal_2003,Portugal,2003,0.00137,21.9,6.2
Portugal_2004,Portugal,2004,0.00129,23.2,6.4
Portugal_2005,Portugal,2005,0.00132,22.7,6.7
Portugal_2006,Portugal,2006,0.00135,22.3,6.7
Portugal_2007,Portugal,2007,0.0014,21.4,6.9
Portugal_2008,Portugal,2008,0.00142,21.1,6.9
Portugal_2009,Portugal,2009,0.0016,18.8,7.2
Portugal_2010,Portugal,2010,0.00153,19.6,7
Portugal_2011,Portugal,2011,0.00165,18.2,6.8
Portugal_2012,Portugal,2012,0.00168,17.9,6.4
Portugal_2013,Portugal,2013,0.00164,18.3,6.2
Portugal_2014,Portugal,2014,0.00164,18.3,6.5
Romania_2006,Romania,2006,0.00231,13,5
Romania_2007,Romania,2007,0.00214,14,5.5
Romania_2008,Romania,2008,0.00187,16,5.8
Romania_2009,Romania,2009,0.00224,13.4,6
Romania_2010,Romania,2010,0.00213,14.1,5.7
Romania_2011,Romania,2011,0.00196,15.3,5.5
Romania_2012,Romania,2012,0.00213,14.1,5.3
Romania_2013,Romania,2013,0.00195,15.4,5
Romania_2014,Romania,2014,0.00189,15.9,4.9
Romania_2015,Romania,2015,0.00183,16.4,5.1
Romania_2016,Romania,2016,0.00182,16.5,5.6
Russia_1997,Russia,1997,0.00446,6.72,6.3
Russia_1998,Russia,1998,0.00516,5.81,6.2
Serbia_2012,Serbia,2012,0.00182,16.5,4.7
Serbia_2013,Serbia,2013,0.0016,18.7,4.7
Serbia_2014,Serbia,2014,0.00164,18.3,4.3
Serbia_2015,Serbia,2015,0.00152,19.7,4.4
Slovakia_2006,Slovakia,2006,0.03386,29.1,9.3
Slovakia_2007,Slovakia,2007,0.03943,31.5,9.5
Slovakia_2008,Slovakia,2008,0.02645,32.4,9.2
Slovakia_2009,Slovakia,2009,0.0109,28.9,8.6
Slovakia_2010,Slovakia,2010,0.00781,31.2,8.5
Slovakia_2011,Slovakia,2011,0.01178,32.8,8.7
Slovakia_2012,Slovakia,2012,0.0094,33.5,8.6
Slovakia_2013,Slovakia,2013,0.00303,33.4,8.3
Slovakia_2014,Slovakia,2014,0.00509,33.9,8.4
Slovenia_2004,Slovenia,2004,0.07397,22,9.8
Slovenia_2005,Slovenia,2005,0.07838,22.4,9.9
Slovenia_2006,Slovenia,2006,0.07722,24.4,10
Slovenia_2007,Slovenia,2007,0.06979,27,10
Slovenia_2008,Slovenia,2008,0.07674,27.9,10.2
Slovenia_2009,Slovenia,2009,0.06867,23.7,9.8
Slovenia_2010,Slovenia,2010,0.06298,23.8,9.7
Slovenia_2011,Slovenia,2011,0.06325,23.7,9.7
Slovenia_2012,Slovenia,2012,0.04928,22.6,9.4
Slovenia_2013,Slovenia,2013,0.03842,22.3,9.2
Slovenia_2014,Slovenia,2014,0.04863,22.9,9.4
Slovenia_2015,Slovenia,2015,0.05907,23.2,9.6
South Africa_2008,South Africa,2008,0.00327,9.18,2.6
South Korea_2006,South Korea,2006,0.00129,23.3,7.3
South Korea_2007,South Korea,2007,0.00118,25.4,7.25
South Korea_2008,South Korea,2008,0.00118,25.4,7.2
South Korea_2009,South Korea,2009,0.00128,23.4,7.25
South Korea_2010,South Korea,2010,0.0012,24.9,7.3
South Korea_2011,South Korea,2011,0.00118,25.5,7.3
South Korea_2012,South Korea,2012,0.00113,26.6,7.3
South Korea_2013,South Korea,2013,0.00111,27.1,7.4
South Korea_2014,South Korea,2014,0.00111,27,7.5
South Korea_2015,South Korea,2015,0.00109,27.5,7.5
Spain_1990,Spain,1990,0.00195,15.4,7.7
Spain_1991,Spain,1991,0.00184,16.3,7.4
Spain_1992,Spain,1992,0.00167,18,7.1
Spain_1993,Spain,1993,0.00191,15.7,6.800000000000001
Spain_1994,Spain,1994,0.00188,16,6.5
Spain_1995,Spain,1995,0.00169,17.8,6.2
Spain_1996,Spain,1996,0.00171,17.5,6.38
Spain_1997,Spain,1997,0.00166,18.1,6.56
Spain_1998,Spain,1998,0.00144,20.9,6.74
Spain_1999,Spain,1999,0.00136,22,6.92
Spain_2000,Spain,2000,0.00128,23.5,7.1
Spain_2001,Spain,2001,0.00125,24,7.133333333333333
Spain_2002,Spain,2002,0.00121,24.8,7.166666666666667
Spain_2003,Spain,2003,0.00112,26.9,7.2
Spain_2004,Spain,2004,0.00106,28.3,6.9
Spain_2005,Spain,2005,0.001,30.1,7
Spain_2006,Spain,2006,9.6e-4,31.2,6.7
Spain_2007,Spain,2007,9.4e-4,31.8,6.7
Spain_2008,Spain,2008,0.00102,29.3,6.6
Spain_2009,Spain,2009,0.0012,25,6.3
Spain_2010,Spain,2010,0.00121,24.8,6.3
Spain_2011,Spain,2011,0.00129,23.3,6
Spain_2012,Spain,2012,0.00132,22.8,6.1
Spain_2013,Spain,2013,0.00132,22.8,5.7
Spain_2014,Spain,2014,0.00132,22.8,5.7
Spain_2015,Spain,2015,0.00129,23.3,5.8
Sweden_1990,Sweden,1990,0.08991,20.1,9.94
Sweden_1991,Sweden,1991,0.08307,19.9,9.82
Sweden_1992,Sweden,1992,0.07648,19.6,9.7
Sweden_1993,Sweden,1993,0.07787,17.6,9.6
Sweden_1994,Sweden,1994,0.07812,15.9,9.5
Sweden_1995,Sweden,1995,0.05596,19.9,9.4
Sweden_1996,Sweden,1996,0.05307,20.5,9.38
Sweden_1997,Sweden,1997,0.05285,20.1,9.36
Sweden_1998,Sweden,1998,0.04733,21.9,9.34
Sweden_1999,Sweden,1999,0.04533,22.3,9.32
Sweden_2000,Sweden,2000,0.0454,21.7,9.3
Sweden_2001,Sweden,2001,0.04005,24.6,9.3
Sweden_2002,Sweden,2002,0.03849,25.6,9.3
Sweden_2003,Sweden,2003,0.03433,28.7,9.3
Sweden_2004,Sweden,2004,0.03241,30.4,9.3
Sweden_2005,Sweden,2005,0.01389,27.8,8.7
Sweden_2006,Sweden,2006,0.02636,32.5,9.2
Sweden_2007,Sweden,2007,0.01578,33.5,8.9
Sweden_2008,Sweden,2008,0.01016,31,8.6
Sweden_2009,Sweden,2009,0.01318,23.9,8.6
Sweden_2010,Sweden,2010,0.0105,30,8.6
Sweden_2011,Sweden,2011,0.00779,31.3,8.5
Sweden_2012,Sweden,2012,0.00779,31.3,8.5
Sweden_2013,Sweden,2013,9.6e-4,31.4,8.1
Sweden_2014,Sweden,2014,0.00546,31.6,8.4
Sweden_2015,Sweden,2015,9.4e-4,31.8,8.2
Switzerland_1990,Switzerland,1990,0.0015,20,7.48
Switzerland_1991,Switzerland,1991,0.00146,20.6,7.49
Switzerland_1992,Switzerland,1992,0.0015,20,7.5
Switzerland_1993,Switzerland,1993,0.0016,18.8,7.5375
Switzerland_1994,Switzerland,1994,0.00149,20.2,7.575
Switzerland_1995,Switzerland,1995,0.00143,21,7.6125
Switzerland_1996,Switzerland,1996,0.00151,19.9,7.65
Switzerland_1997,Switzerland,1997,0.00155,19.3,7.6875
Switzerland_1998,Switzerland,1998,0.00148,20.3,7.725
Switzerland_1999,Switzerland,1999,0.00144,20.8,7.7625
Switzerland_2000,Switzerland,2000,0.00128,23.5,7.8
Switzerland_2001,Switzerland,2001,0.00116,25.9,7.949999999999999
Switzerland_2002,Switzerland,2002,0.00112,26.7,8.1
Switzerland_2003,Switzerland,2003,0.00115,26.2,7.925
Switzerland_2004,Switzerland,2004,0.00107,28,7.75
Switzerland_2005,Switzerland,2005,0.00101,29.8,7.575
Switzerland_2006,Switzerland,2006,9.6e-4,31.1,7.4
Switzerland_2007,Switzerland,2007,0.00093000000000000005,32.1,7.4
Switzerland_2008,Switzerland,2008,9.7e-4,31,7.5
Switzerland_2009,Switzerland,2009,0.00106,28.2,7.8
Switzerland_2010,Switzerland,2010,0.00103,29,7.8
Switzerland_2011,Switzerland,2011,9.9e-4,30.2,7.9
Switzerland_2012,Switzerland,2012,9.8e-4,30.7,8.1
Switzerland_2013,Switzerland,2013,9.6e-4,31.2,7.9
Thailand_1994,Thailand,1994,0.00346,8.68,6.1
Thailand_1995,Thailand,1995,0.00307,9.76,6.15
Thailand_1996,Thailand,1996,0.00297,10.1,6.2
Thailand_1997,Thailand,1997,0.00321,9.35,6.300000000000001
Thailand_1998,Thailand,1998,0.0046,6.52,6.4
Thailand_1999,Thailand,1999,0.0043,6.98,6.1
Thailand_2000,Thailand,2000,0.0039,7.69,6.2
Thailand_2001,Thailand,2001,0.00392,7.66,6.25
Thailand_2002,Thailand,2002,0.00368,8.16,6.3
Thailand_2003,Thailand,2003,0.00322,9.32,6.199999999999999
Thailand_2004,Thailand,2004,0.00294,10.2,6.1
Thailand_2005,Thailand,2005,0.00286,10.5,6.05
Thailand_2006,Thailand,2006,0.00261,11.5,6
Thailand_2007,Thailand,2007,0.00261,11.5,6.5
Thailand_2008,Thailand,2008,0.00254,11.8,6.4
Thailand_2009,Thailand,2009,0.00278,10.8,6.5
Thailand_2010,Thailand,2010,0.00248,12.1,6.6
Thailand_2011,Thailand,2011,0.00226,13.3,7.2
Thailand_2012,Thailand,2012,0.00217,13.8,6.6
Thailand_2013,Thailand,2013,0.00213,14.1,6.9
Thailand_2014,Thailand,2014,0.00211,14.2,7.1
Thailand_2015,Thailand,2015,0.00208,14.4,7.5
Thailand_2016,Thailand,2016,0.00205,14.6,7.3
Trinidad and Tobago_1990,Trinidad and Tobago,1990,0.0075,4,5.2
Trinidad and Tobago_1991,Trinidad and Tobago,1991,0.00375,7.99,5.35
Trinidad and Tobago_1992,Trinidad and Tobago,1992,0.00761,3.94,5.5
Tunisia_2009,Tunisia,2009,0.00525,5.71,6.640000000000001
Turkey_2009,Turkey,2009,0.00248,12.1,5.9
Turkey_2010,Turkey,2010,0.00214,14,5.9
Turkey_2011,Turkey,2011,0.00194,15.5,5.8
Turkey_2012,Turkey,2012,0.00194,15.5,5.8
Turkey_2013,Turkey,2013,0.00191,15.7,5.8
Turkey_2014,Turkey,2014,0.00194,15.5,5.8
Turkey_2015,Turkey,2015,0.00192,15.6,5.6
Ukraine_1995,Ukraine,1995,0.00558,5.38,6.2
Ukraine_1996,Ukraine,1996,0.00664,4.52,7.1
Ukraine_1997,Ukraine,1997,0.00636,4.72,7.383333333333333
Ukraine_1998,Ukraine,1998,0.00785,3.82,7.666666666666667
Ukraine_1999,Ukraine,1999,0.00817,3.67,7.95
Ukraine_2000,Ukraine,2000,0.01317,4.08,8.233333333333334
Ukraine_2001,Ukraine,2001,0.05282,4.84,8.516666666666667
Ukraine_2002,Ukraine,2002,0.09551,4.79,8.8
Ukraine_2003,Ukraine,2003,0.14927,4.88,9.1
Ukraine_2004,Ukraine,2004,0.07285,6.28,8.8
United Kingdom_1990,United Kingdom,1990,0.00171,17.5,6.9399999999999995
United Kingdom_1991,United Kingdom,1991,0.00163,18.4,6.8
United Kingdom_1992,United Kingdom,1992,0.00166,18.1,6.866666666666666
United Kingdom_1993,United Kingdom,1993,0.00172,17.4,6.933333333333334
United Kingdom_1994,United Kingdom,1994,0.00158,19,7
United Kingdom_1995,United Kingdom,1995,0.00149,20.1,7.1
United Kingdom_1996,United Kingdom,1996,0.00152,19.8,7.1
United Kingdom_1997,United Kingdom,1997,0.00138,21.8,7
United Kingdom_1998,United Kingdom,1998,0.00129,23.3,6.9
United Kingdom_1999,United Kingdom,1999,0.00122,24.5,6.8
United Kingdom_2000,United Kingdom,2000,0.00116,25.9,6.6
United Kingdom_2001,United Kingdom,2001,0.00123,24.3,6.8
United Kingdom_2002,United Kingdom,2002,0.00122,24.5,7.1
United Kingdom_2003,United Kingdom,2003,0.00123,24.4,7.2
United Kingdom_2004,United Kingdom,2004,0.00116,25.9,6.7
United Kingdom_2005,United Kingdom,2005,0.00111,27,6.9
United Kingdom_2006,United Kingdom,2006,0.00109,27.4,7
United Kingdom_2007,United Kingdom,2007,0.0011,27.3,6.9
United Kingdom_2008,United Kingdom,2008,0.00118,25.4,7.2
United Kingdom_2009,United Kingdom,2009,0.0014,21.5,7.2
United Kingdom_2010,United Kingdom,2010,0.00135,22.3,7.3
United Kingdom_2011,United Kingdom,2011,0.00136,22.1,7.4
United Kingdom_2012,United Kingdom,2012,0.00134,22.4,7.6
United Kingdom_2013,United Kingdom,2013,0.00135,22.3,7.4
United Kingdom_2014,United Kingdom,2014,0.00133,22.5,7.3
United Kingdom_2015,United Kingdom,2015,0.00132,22.7,7.4
United States_1990,United States,1990,0.00108,27.8,5.6
United States_1991,United States,1991,0.00113,26.5,5.6
United States_1992,United States,1992,0.00108,27.9,5.5
United States_1993,United States,1993,0.00112,26.8,5.2
United States_1994,United States,1994,0.00102,29.3,5.4
United States_1995,United States,1995,0.00101,29.7,5.5
United States_1996,United States,1996,9.7e-4,31,5.5
United States_1997,United States,1997,9e-4,33.2,5.4
United States_1998,United States,1998,8.4e-4,35.8,5.4
United States_1999,United States,1999,8.3e-4,36,5.5
United States_2000,United States,2000,8.2e-4,36.4,5.5
United States_2001,United States,2001,8.3e-4,36,5.4
United States_2002,United States,2002,8.4e-4,35.7,5.3
United States_2003,United States,2003,8.5e-4,35.5,5.2
United States_2004,United States,2004,7.9e-4,37.9,5.3
United States_2005,United States,2005,7.6e-4,39.6,5.3
United States_2006,United States,2006,7.5e-4,39.8,5.2
United States_2007,United States,2007,7.9e-4,38,5.2
Venezuela_1990,Venezuela,1990,0.0049,6.12,4.6000000000000005
Venezuela_1991,Venezuela,1991,0.00385,7.8,4.8
Venezuela_1992,Venezuela,1992,0.003,10,5
Venezuela_1993,Venezuela,1993,0.00336,8.92,4.7
Venezuela_1994,Venezuela,1994,0.00375,7.99,4.3999999999999995
