dmu,country,year,efficiencies,material_footprint,mean_years_in_school
Kyrgyzstan_2014,Kyrgyzstan,2014,0.02119,8.67,10.8
Kyrgyzstan_2015,Kyrgyzstan,2015,0.02157,8.52,10.8
Latvia_2004,Latvia,2004,0.25192,12,11.7
Latvia_2005,Latvia,2005,0.45984,13.6,12.1
Latvia_2006,Latvia,2006,0.44135,16,12.2
Latvia_2007,Latvia,2007,0.40355,19.5,12.3
Latvia_2008,Latvia,2008,0.37762,18.7,12.2
Latvia_2009,Latvia,2009,0.52462,15,12.3
Latvia_2010,Latvia,2010,0.62399,15.2,12.5
Latvia_2011,Latvia,2011,0.59493,17.3,12.6
Latvia_2012,Latvia,2012,0.55634,18.5,12.6
Latvia_2013,Latvia,2013,0.58421,19,12.7
Latvia_2014,Latvia,2014,0.60839,20.9,12.9
Latvia_2015,Latvia,2015,0.54874,21.7,12.8
Lithuania_2004,Lithuania,2004,0.06547,21.5,11.5
Lithuania_2005,Lithuania,2005,0.16441,23.3,11.8
Lithuania_2006,Lithuania,2006,0.21442,25.4,12
Lithuania_2007,Lithuania,2007,0.20916,29.9,12.1
Lithuania_2008,Lithuania,2008,0.22633,31.2,12.2
Lithuania_2009,Lithuania,2009,0.05456,25.8,11.5
Lithuania_2010,Lithuania,2010,0.08456,26.2,11.6
Lithuania_2011,Lithuania,2011,0.1321,29,11.8
Lithuania_2012,Lithuania,2012,0.09944,30.4,11.7
Lithuania_2013,Lithuania,2013,0.14361,32.3,11.9
Lithuania_2014,Lithuania,2014,0.40128,33.7,13
Lithuania_2015,Lithuania,2015,0.38748,34.9,13
Lithuania_2016,Lithuania,2016,0.38093,35.5,13
Luxembourg_2002,Luxembourg,2002,0.0019,88,10.7
Luxembourg_2003,Luxembourg,2003,0.00222,90.2,10.9
Luxembourg_2004,Luxembourg,2004,0.00368,97.8,11.1
Luxembourg_2005,Luxembourg,2005,0.0051,102,11.3
Luxembourg_2006,Luxembourg,2006,0.01367,103,11.5
Luxembourg_2007,Luxembourg,2007,0.02825,107,11.7
Luxembourg_2008,Luxembourg,2008,0.02879,105,11.7
Luxembourg_2009,Luxembourg,2009,0.03953,96.9,11.8
Luxembourg_2010,Luxembourg,2010,0.03846,99.6,11.8
Luxembourg_2011,Luxembourg,2011,0.03514,109,11.8
Luxembourg_2012,Luxembourg,2012,0.03719,103,11.8
Luxembourg_2013,Luxembourg,2013,0.03614,106,11.8
Luxembourg_2014,Luxembourg,2014,0.05187,105,12
Luxembourg_2015,Luxembourg,2015,0.05187,105,12
Malaysia_2007,Malaysia,2007,0.00147,20.4,8.8
Malaysia_2008,Malaysia,2008,0.00194,20.6,9.4
Malaysia_2009,Malaysia,2009,0.00224,20.1,9.6
Malaysia_2010,Malaysia,2010,0.00237,21.1,9.8
Malaysia_2011,Malaysia,2011,0.00321,21.8,10.1
Malaysia_2012,Malaysia,2012,0.00308,22.7,10.1
Malaysia_2013,Malaysia,2013,0.00293,23.9,10.1
Malaysia_2014,Malaysia,2014,0.00298,23.5,10.1
Malta_2006,Malta,2006,0.00163,30.6,9.8
Malta_2007,Malta,2007,0.00183,30.9,9.9
Malta_2008,Malta,2008,0.00204,31,10
Malta_2009,Malta,2009,0.00334,25.8,10.2
Malta_2010,Malta,2010,0.00396,25.9,10.3
Malta_2011,Malta,2011,0.00523,25.8,10.5
Malta_2012,Malta,2012,0.00723,25.4,10.8
Malta_2013,Malta,2013,0.01053,26.6,11
Malta_2014,Malta,2014,0.01358,26.5,11.1
Malta_2015,Malta,2015,0.01648,26.7,11.2
Mexico_1990,Mexico,1990,0.00366,8.19,5.56
Mexico_1991,Mexico,1991,0.0035,8.58,5.7
Mexico_1992,Mexico,1992,0.00333,9.01,5.9
Mexico_1993,Mexico,1993,0.00332,9.04,6.1
Mexico_1994,Mexico,1994,0.00317,9.45,6.2
Mexico_1995,Mexico,1995,0.00395,7.6,6.4
Moldova_1997,Moldova,1997,0.375,0.08,8.8
Moldova_1998,Moldova,1998,0.6,0.05,8.8
Moldova_1999,Moldova,1999,0.75,0.04,8.9
Moldova_2000,Moldova,2000,0.6,0.05,9
Moldova_2001,Moldova,2001,0.9375,0.04,9.3
Moldova_2002,Moldova,2002,0.13235,0.34,9.6
Moldova_2003,Moldova,2003,1,0.05,9.8
Moldova_2004,Moldova,2004,1,0.07,10.1
Moldova_2005,Moldova,2005,0.2474,0.48,10.4
Moldova_2006,Moldova,2006,0.63021,0.24,10.6
Moldova_2007,Moldova,2007,1,0.2,10.9
Moldova_2008,Moldova,2008,0.43478,0.46,10.9
Moldova_2009,Moldova,2009,0.54902,0.51,11
Moldova_2010,Moldova,2010,0.52174,0.69,11.1
Moldova_2011,Moldova,2011,0.3913,0.92,11.1
Moldova_2012,Moldova,2012,1,0.6,11.4
Moldova_2013,Moldova,2013,0.69886,3.17,11.6
Moldova_2014,Moldova,2014,0.64588,3.43,11.6
Moldova_2015,Moldova,2015,0.62581,3.54,11.6
Moldova_2016,Moldova,2016,0.6053,3.66,11.6
Mongolia_2016,Mongolia,2016,0.00522,13.4,10.1
North Macedonia_2009,North Macedonia,2009,0.0025,12,8.9
North Macedonia_2010,North Macedonia,2010,0.0028,11.6,9.1
North Macedonia_2011,North Macedonia,2011,0.00282,13.3,9.3
North Macedonia_2012,North Macedonia,2012,0.00291,12.9,9.3
North Macedonia_2013,North Macedonia,2013,0.00305,13.1,9.4
Norway_1990,Norway,1990,0.00611,21.3,10.47
Norway_1991,Norway,1991,0.09269,23.9,11.6
Norway_1992,Norway,1992,0.08722,25.4,11.6
Norway_1993,Norway,1993,0.11902,25.4,11.7
Norway_1994,Norway,1994,0.11495,26.3,11.7
Norway_1995,Norway,1995,0.13981,27.4,11.8
Norway_1996,Norway,1996,0.13164,29.1,11.8
Norway_1997,Norway,1997,0.15513,29.9,11.9
Norway_1998,Norway,1998,0.13929,33.3,11.9
Norway_1999,Norway,1999,0.1718,31.7,12
Norway_2000,Norway,2000,0.17568,31,12
Norway_2001,Norway,2001,0.2064,30.3,12.1
Norway_2002,Norway,2002,0.20109,31.1,12.1
Norway_2003,Norway,2003,0.22706,31.1,12.2
Norway_2004,Norway,2004,0.34365,32.3,12.7
Norway_2005,Norway,2005,0.25979,33.4,12.4
Norway_2006,Norway,2006,0.28144,33.7,12.5
Norway_2007,Norway,2007,0.27817,37,12.6
Norway_2008,Norway,2008,0.30245,36.7,12.7
Norway_2009,Norway,2009,0.33535,33.1,12.7
Norway_2010,Norway,2010,0.32362,34.3,12.7
Norway_2011,Norway,2011,0.33925,35.1,12.8
Norway_2012,Norway,2012,0.28353,36.3,12.6
Norway_2013,Norway,2013,0.29919,37.1,12.7
Norway_2014,Norway,2014,0.25496,37.2,12.5
Norway_2015,Norway,2015,0.25225,37.6,12.5
Poland_2004,Poland,2004,0.12376,17.9,11.6
Poland_2005,Poland,2005,0.11911,18.6,11.6
Poland_2006,Poland,2006,0.16166,18.7,11.7
Poland_2007,Poland,2007,0.17901,21.4,11.8
Poland_2008,Poland,2008,0.21277,21.8,11.9
Poland_2009,Poland,2009,0.3096,20.2,12.1
Poland_2010,Poland,2010,0.32692,21.6,12.2
Poland_2011,Poland,2011,0.33344,23.6,12.3
Poland_2012,Poland,2012,0.13436,22.5,11.7
Poland_2013,Poland,2013,0.28044,22.3,12.1
Poland_2014,Poland,2014,0.02291,22.7,11.3
Poland_2015,Poland,2015,0.26956,23.2,12.1
Portugal_2003,Portugal,2003,0.00137,21.9,7.2
Portugal_2004,Portugal,2004,0.00129,23.2,7.4
Portugal_2005,Portugal,2005,0.00132,22.7,7.5
Portugal_2006,Portugal,2006,0.00135,22.3,7.6
Portugal_2007,Portugal,2007,0.0014,21.4,7.7
Portugal_2008,Portugal,2008,0.00142,21.1,7.8
Portugal_2009,Portugal,2009,0.0016,18.8,7.9
Portugal_2010,Portugal,2010,0.00153,19.6,8.1
Portugal_2011,Portugal,2011,0.00165,18.2,8.3
Portugal_2012,Portugal,2012,0.00168,17.9,8.5
Portugal_2013,Portugal,2013,0.00164,18.3,8.6
Portugal_2014,Portugal,2014,0.00164,18.3,8.9
Romania_2006,Romania,2006,0.00788,13,10.3
Romania_2007,Romania,2007,0.00964,14,10.5
Romania_2008,Romania,2008,0.00945,16,10.6
Romania_2009,Romania,2009,0.01129,13.4,10.6
Romania_2010,Romania,2010,0.01188,14.1,10.7
Romania_2011,Romania,2011,0.01201,15.3,10.8
Romania_2012,Romania,2012,0.01418,14.1,10.9
Romania_2013,Romania,2013,0.01299,15.4,10.9
Romania_2014,Romania,2014,0.01258,15.9,10.9
Romania_2015,Romania,2015,0.0122,16.4,10.9
Romania_2016,Romania,2016,0.01697,16.5,11
Russia_1997,Russia,1997,0.02251,6.72,10.6
Russia_1998,Russia,1998,0.03163,5.81,10.8
Serbia_2012,Serbia,2012,0.00818,16.5,10.5
Serbia_2013,Serbia,2013,0.00635,18.7,10.4
Serbia_2014,Serbia,2014,0.00915,18.3,10.7
Serbia_2015,Serbia,2015,0.01421,19.7,11
Slovakia_2006,Slovakia,2006,0.00687,29.1,10.9
Slovakia_2007,Slovakia,2007,0.01143,31.5,11.1
Slovakia_2008,Slovakia,2008,0.01358,32.4,11.2
Slovakia_2009,Slovakia,2009,0.02076,28.9,11.4
Slovakia_2010,Slovakia,2010,0.07101,31.2,11.6
Slovakia_2011,Slovakia,2011,0.19067,32.8,12.1
Slovakia_2012,Slovakia,2012,0.2349,33.5,12.3
Slovakia_2013,Slovakia,2013,0.21142,33.4,12.2
Slovakia_2014,Slovakia,2014,0.23213,33.9,12.3
Slovenia_2004,Slovenia,2004,0.24755,22,12
Slovenia_2005,Slovenia,2005,0.13496,22.4,11.7
Slovenia_2006,Slovenia,2006,0.157,24.4,11.8
Slovenia_2007,Slovenia,2007,0.14188,27,11.8
Slovenia_2008,Slovenia,2008,0.16625,27.9,11.9
Slovenia_2009,Slovenia,2009,0.26388,23.7,12.1
Slovenia_2010,Slovenia,2010,0.26277,23.8,12.1
Slovenia_2011,Slovenia,2011,0.29796,23.7,12.2
Slovenia_2012,Slovenia,2012,0.13376,22.6,11.7
Slovenia_2013,Slovenia,2013,0.13556000000000001,22.3,11.7
Slovenia_2014,Slovenia,2014,0.20255,22.9,11.9
Slovenia_2015,Slovenia,2015,0.23475,23.2,12
South Africa_2008,South Africa,2008,0.00517,9.18,9.7
South Korea_2006,South Korea,2006,0.02575,23.3,11.4
South Korea_2007,South Korea,2007,0.05542,25.4,11.5
South Korea_2008,South Korea,2008,0.08722,25.4,11.6
South Korea_2009,South Korea,2009,0.01197,23.4,11
South Korea_2010,South Korea,2010,0.15385,24.9,11.8
South Korea_2011,South Korea,2011,0.15023,25.5,11.8
South Korea_2012,South Korea,2012,0.17438,26.6,11.9
South Korea_2013,South Korea,2013,0.20097,27.1,12
South Korea_2014,South Korea,2014,0.23162,27,12.1
South Korea_2015,South Korea,2015,0.22741,27.5,12.1
Spain_1990,Spain,1990,0.00195,15.4,6.52
Spain_1991,Spain,1991,0.00184,16.3,6.4
Spain_1992,Spain,1992,0.00167,18,6.7
Spain_1993,Spain,1993,0.00191,15.7,7.1
Spain_1994,Spain,1994,0.00188,16,7.4
Spain_1995,Spain,1995,0.00169,17.8,7.7
Spain_1996,Spain,1996,0.00171,17.5,7.9
Spain_1997,Spain,1997,0.00166,18.1,8
Spain_1998,Spain,1998,0.00144,20.9,8.1
Spain_1999,Spain,1999,0.00136,22,8.2
Spain_2000,Spain,2000,0.00128,23.5,8.4
Spain_2001,Spain,2001,0.00125,24,8.5
Spain_2002,Spain,2002,0.00121,24.8,8.5
Spain_2003,Spain,2003,0.00112,26.9,8.6
Spain_2004,Spain,2004,0.00106,28.3,8.6
Spain_2005,Spain,2005,0.001,30.1,8.9
Spain_2006,Spain,2006,9.6e-4,31.2,9
Spain_2007,Spain,2007,0.00102,31.8,9.1
Spain_2008,Spain,2008,0.00119,29.3,9.2
Spain_2009,Spain,2009,0.0015,25,9.3
Spain_2010,Spain,2010,0.00161,24.8,9.4
Spain_2011,Spain,2011,0.00182,23.3,9.5
Spain_2012,Spain,2012,0.0018600000000000001,22.8,9.5
Spain_2013,Spain,2013,0.0018600000000000001,22.8,9.5
Spain_2014,Spain,2014,0.00208,22.8,9.7
Spain_2015,Spain,2015,0.00204,23.3,9.7
Sweden_1990,Sweden,1990,0.00704,20.1,10.54
Sweden_1991,Sweden,1991,0.0076,19.9,10.6
Sweden_1992,Sweden,1992,0.00855,19.6,10.7
Sweden_1993,Sweden,1993,0.01044,17.6,10.8
Sweden_1994,Sweden,1994,0.01258,15.9,10.9
Sweden_1995,Sweden,1995,0.01005,19.9,10.9
Sweden_1996,Sweden,1996,0.01366,20.5,11
Sweden_1997,Sweden,1997,0.01791,20.1,11.1
Sweden_1998,Sweden,1998,0.02009,21.9,11.2
Sweden_1999,Sweden,1999,0.02332,22.3,11.3
Sweden_2000,Sweden,2000,0.02765,21.7,11.4
Sweden_2001,Sweden,2001,0.05722,24.6,11.5
Sweden_2002,Sweden,2002,0.08654,25.6,11.6
Sweden_2003,Sweden,2003,0.13348,28.7,11.8
Sweden_2004,Sweden,2004,0.25886,30.4,12.3
Sweden_2005,Sweden,2005,0.31212,27.8,12.4
Sweden_2006,Sweden,2006,0.26698,32.5,12.4
Sweden_2007,Sweden,2007,0.28312,33.5,12.5
Sweden_2008,Sweden,2008,0.22779,31,12.2
Sweden_2009,Sweden,2009,0.29546,23.9,12.2
Sweden_2010,Sweden,2010,0.26231,30,12.3
Sweden_2011,Sweden,2011,0.27722,31.3,12.4
Sweden_2012,Sweden,2012,0.27722,31.3,12.4
Sweden_2013,Sweden,2013,0.22489,31.4,12.2
Sweden_2014,Sweden,2014,0.24903,31.6,12.3
Sweden_2015,Sweden,2015,0.27286,31.8,12.4
Switzerland_1990,Switzerland,1990,0.00423,20,10.19
Switzerland_1991,Switzerland,1991,0.00231,20.6,9.7
Switzerland_1992,Switzerland,1992,0.00238,20,9.7
Switzerland_1993,Switzerland,1993,0.00253,18.8,9.7
Switzerland_1994,Switzerland,1994,0.00248,20.2,9.8
Switzerland_1995,Switzerland,1995,0.00238,21,9.8
Switzerland_1996,Switzerland,1996,0.00352,19.9,10.1
Switzerland_1997,Switzerland,1997,0.00615,19.3,10.4
Switzerland_1998,Switzerland,1998,0.00905,20.3,10.8
Switzerland_1999,Switzerland,1999,0.01731,20.8,11.1
Switzerland_2000,Switzerland,2000,0.02553,23.5,11.4
Switzerland_2001,Switzerland,2001,0.08554,25.9,11.6
Switzerland_2002,Switzerland,2002,0.11322,26.7,11.7
Switzerland_2003,Switzerland,2003,0.14621,26.2,11.8
Switzerland_2004,Switzerland,2004,0.16566,28,11.9
Switzerland_2005,Switzerland,2005,0.18276,29.8,12
Switzerland_2006,Switzerland,2006,0.25303,31.1,12.3
Switzerland_2007,Switzerland,2007,0.32063,32.1,12.6
Switzerland_2008,Switzerland,2008,0.41017,31,12.9
Switzerland_2009,Switzerland,2009,0.56547,28.2,13.3
Switzerland_2010,Switzerland,2010,0.54987,29,13.3
Switzerland_2011,Switzerland,2011,0.52802,30.2,13.3
Switzerland_2012,Switzerland,2012,0.54573,30.7,13.4
Switzerland_2013,Switzerland,2013,0.53698,31.2,13.4
Thailand_1994,Thailand,1994,0.00346,8.68,4.9
Thailand_1995,Thailand,1995,0.00307,9.76,5
Thailand_1996,Thailand,1996,0.00297,10.1,5.2
Thailand_1997,Thailand,1997,0.00321,9.35,5.5
Thailand_1998,Thailand,1998,0.0046,6.52,5.7
Thailand_1999,Thailand,1999,0.0043,6.98,5.9
Thailand_2000,Thailand,2000,0.0039,7.69,6.1
Thailand_2001,Thailand,2001,0.00392,7.66,6.3
Thailand_2002,Thailand,2002,0.00368,8.16,6.5
Thailand_2003,Thailand,2003,0.00322,9.32,6.7
Thailand_2004,Thailand,2004,0.00294,10.2,6.8
Thailand_2005,Thailand,2005,0.00286,10.5,7
Thailand_2006,Thailand,2006,0.00261,11.5,7
Thailand_2007,Thailand,2007,0.00261,11.5,7.1
Thailand_2008,Thailand,2008,0.00254,11.8,7.3
Thailand_2009,Thailand,2009,0.00278,10.8,7.5
Thailand_2010,Thailand,2010,0.00248,12.1,7.7
Thailand_2011,Thailand,2011,0.00226,13.3,7.5
Thailand_2012,Thailand,2012,0.00217,13.8,7.7
Thailand_2013,Thailand,2013,0.00213,14.1,7.5
Thailand_2014,Thailand,2014,0.00211,14.2,7.6
Thailand_2015,Thailand,2015,0.00208,14.4,7.6
Thailand_2016,Thailand,2016,0.00205,14.6,7.6
Trinidad and Tobago_1990,Trinidad and Tobago,1990,0.0075,4,7.94
Trinidad and Tobago_1991,Trinidad and Tobago,1991,0.00375,7.99,8.1
Trinidad and Tobago_1992,Trinidad and Tobago,1992,0.00761,3.94,8.2
Tunisia_2009,Tunisia,2009,0.00525,5.71,6.4
Turkey_2009,Turkey,2009,0.00248,12.1,6.5
Turkey_2010,Turkey,2010,0.00214,14,6.7
Turkey_2011,Turkey,2011,0.00194,15.5,7.2
Turkey_2012,Turkey,2012,0.00194,15.5,7.5
Turkey_2013,Turkey,2013,0.00191,15.7,7.7
Turkey_2014,Turkey,2014,0.00194,15.5,7.6
Turkey_2015,Turkey,2015,0.00192,15.6,7.8
Ukraine_1995,Ukraine,1995,0.01177,5.38,10
Ukraine_1996,Ukraine,1996,0.01908,4.52,10.2
Ukraine_1997,Ukraine,1997,0.02172,4.72,10.3
Ukraine_1998,Ukraine,1998,0.03109,3.82,10.4
Ukraine_1999,Ukraine,1999,0.04121,3.67,10.6
Ukraine_2000,Ukraine,2000,0.04105,4.08,10.7
Ukraine_2001,Ukraine,2001,0.02454,4.84,10.4
Ukraine_2002,Ukraine,2002,0.02818,4.79,10.5
Ukraine_2003,Ukraine,2003,0.03099,4.88,10.6
Ukraine_2004,Ukraine,2004,0.02667,6.28,10.7
United Kingdom_1990,United Kingdom,1990,0.00171,17.5,8.88
United Kingdom_1991,United Kingdom,1991,0.00163,18.4,8.6
United Kingdom_1992,United Kingdom,1992,0.00207,18.1,9.3
United Kingdom_1993,United Kingdom,1993,0.00364,17.4,10
United Kingdom_1994,United Kingdom,1994,0.00882,19,10.7
United Kingdom_1995,United Kingdom,1995,0.02985,20.1,11.4
United Kingdom_1996,United Kingdom,1996,0.0303,19.8,11.4
United Kingdom_1997,United Kingdom,1997,0.06457,21.8,11.5
United Kingdom_1998,United Kingdom,1998,0.06042,23.3,11.5
United Kingdom_1999,United Kingdom,1999,0.09042,24.5,11.6
United Kingdom_2000,United Kingdom,2000,0.11672,25.9,11.7
United Kingdom_2001,United Kingdom,2001,0.15764,24.3,11.8
United Kingdom_2002,United Kingdom,2002,0.18932,24.5,11.9
United Kingdom_2003,United Kingdom,2003,0.2232,24.4,12
United Kingdom_2004,United Kingdom,2004,0.24146,25.9,12.1
United Kingdom_2005,United Kingdom,2005,0.26154,27,12.2
United Kingdom_2006,United Kingdom,2006,0.31668,27.4,12.4
United Kingdom_2007,United Kingdom,2007,0.37701,27.3,12.6
United Kingdom_2008,United Kingdom,2008,0.46881,25.4,12.8
United Kingdom_2009,United Kingdom,2009,0.66655,21.5,13.1
United Kingdom_2010,United Kingdom,2010,0.67885,22.3,13.2
United Kingdom_2011,United Kingdom,2011,0.6119,22.1,13
United Kingdom_2012,United Kingdom,2012,0.56765,22.4,12.9
United Kingdom_2013,United Kingdom,2013,0.46154,22.3,12.6
United Kingdom_2014,United Kingdom,2014,0.49333,22.5,12.7
United Kingdom_2015,United Kingdom,2015,0.52457,22.7,12.8
United States_1990,United States,1990,0.28888,27.8,12.32
United States_1991,United States,1991,0.32743,26.5,12.4
United States_1992,United States,1992,0.33995,27.9,12.5
United States_1993,United States,1993,0.38404,26.8,12.6
United States_1994,United States,1994,0.37884,29.3,12.7
United States_1995,United States,1995,0.37374,29.7,12.7
United States_1996,United States,1996,0.35806,31,12.7
United States_1997,United States,1997,0.33434,33.2,12.7
United States_1998,United States,1998,0.31006,35.8,12.7
United States_1999,United States,1999,0.30833,36,12.7
United States_2000,United States,2000,0.30495,36.4,12.7
United States_2001,United States,2001,0.30833,36,12.7
United States_2002,United States,2002,0.31092,35.7,12.7
United States_2003,United States,2003,0.33543,35.5,12.8
United States_2004,United States,2004,0.31419,37.9,12.8
United States_2005,United States,2005,0.3007,39.6,12.8
United States_2006,United States,2006,0.29919,39.8,12.8
United States_2007,United States,2007,0.33462,38,12.9
Venezuela_1990,Venezuela,1990,0.0049,6.12,4.59
Venezuela_1991,Venezuela,1991,0.00385,7.8,4.8
Venezuela_1992,Venezuela,1992,0.003,10,5
Venezuela_1993,Venezuela,1993,0.00336,8.92,5.1
Venezuela_1994,Venezuela,1994,0.00375,7.99,5.3
