dmu,country,year,efficiencies,foreign_investment,income
Kyrgyzstan_2012,Kyrgyzstan,2012,0.01601,62.45,4.26
Kyrgyzstan_2013,Kyrgyzstan,2013,0.01496,66.84,4.63
Kyrgyzstan_2014,Kyrgyzstan,2014,0.01585,63.09,4.72
Kyrgyzstan_2015,Kyrgyzstan,2015,0.01323,75.6,4.81
Latvia_2004,Latvia,2004,0.01597,62.6,18.2
Latvia_2005,Latvia,2005,0.01581,63.26,20.3
Latvia_2006,Latvia,2006,0.01506,66.41,23
Latvia_2007,Latvia,2007,0.01487,67.24,25.5
Latvia_2008,Latvia,2008,0.016,62.5,24.9
Latvia_2009,Latvia,2009,0.01726,57.932,21.7
Latvia_2010,Latvia,2010,0.01653,60.48,21.2
Latvia_2011,Latvia,2011,0.01562,64.03,22.1
Latvia_2012,Latvia,2012,0.01604,62.34,24
Latvia_2013,Latvia,2013,0.01619,61.78,24.7
Latvia_2014,Latvia,2014,0.01617,61.83,25.4
Latvia_2015,Latvia,2015,0.01627,61.48,26.6
Lithuania_2004,Lithuania,2004,0.01603,62.39,19.2
Lithuania_2005,Lithuania,2005,0.01576,63.45,21.1
Lithuania_2006,Lithuania,2006,0.01515,65.99,23
Lithuania_2007,Lithuania,2007,0.01537,65.05,25.8
Lithuania_2008,Lithuania,2008,0.0161,62.11,26.8
Lithuania_2009,Lithuania,2009,0.01738,57.537,23.1
Lithuania_2010,Lithuania,2010,0.01627,61.47,23.9
Lithuania_2011,Lithuania,2011,0.01592,62.82,26
Lithuania_2012,Lithuania,2012,0.01664,60.08,27.3
Lithuania_2013,Lithuania,2013,0.01663,60.15,28.6
Lithuania_2014,Lithuania,2014,0.01688,59.236,29.9
Lithuania_2015,Lithuania,2015,0.01639,61,30.7
Lithuania_2016,Lithuania,2016,0.01633,61.24,31.9
Luxembourg_2002,Luxembourg,2002,0.01309,76.4,103
Luxembourg_2003,Luxembourg,2003,0.0137,73,105
Luxembourg_2004,Luxembourg,2004,0.01364,73.3,108
Luxembourg_2005,Luxembourg,2005,0.01412,70.8,109
Luxembourg_2006,Luxembourg,2006,0.00749,133.6,113
Luxembourg_2007,Luxembourg,2007,1,1,121
Luxembourg_2008,Luxembourg,2008,0.01416,70.6,118
Luxembourg_2009,Luxembourg,2009,0.00922,108.5,112
Luxembourg_2010,Luxembourg,2010,0.00781,128.1,114
Luxembourg_2011,Luxembourg,2011,0.01374,72.8,113
Luxembourg_2012,Luxembourg,2012,0.00988,101.2,112
Luxembourg_2013,Luxembourg,2013,0.01203,83.1,113
Luxembourg_2014,Luxembourg,2014,0.01163,86,113
Luxembourg_2015,Luxembourg,2015,0.01261,79.3,113
Malaysia_2007,Malaysia,2007,0.01583,63.19,19.5
Malaysia_2008,Malaysia,2008,0.01619,61.78,20.1
Malaysia_2009,Malaysia,2009,0.01708,58.5567,19.4
Malaysia_2010,Malaysia,2010,0.01593,62.77,20.5
Malaysia_2011,Malaysia,2011,0.01573,63.57,21.3
Malaysia_2012,Malaysia,2012,0.01631,61.33,22.1
Malaysia_2013,Malaysia,2013,0.01613,61.99,22.9
Malaysia_2014,Malaysia,2014,0.01622,61.64,23.9
Malta_2006,Malta,2006,0.00234,427.5,29.6
Malta_2007,Malta,2007,0.00197,507.5,30.9
Malta_2008,Malta,2008,0.00451,221.5,31.9
Malta_2009,Malta,2009,0.01332,75.1,31.3
Malta_2010,Malta,2010,0.00623,160.5,32.9
Malta_2011,Malta,2011,0.00717,139.5,32.9
Malta_2012,Malta,2012,0.01068,93.6,33.9
Malta_2013,Malta,2013,0.01579,63.33,35.3
Malta_2014,Malta,2014,0.01671,59.84,37.2
Malta_2015,Malta,2015,0.01095,91.3,39.8
Mexico_1990,Mexico,1990,0.0168,59.51,14.9
Mexico_1991,Mexico,1991,0.01666,60.02,15.3
Mexico_1992,Mexico,1992,0.01675,59.71,15.6
Mexico_1993,Mexico,1993,0.01684,59.377,15.6
Mexico_1994,Mexico,1994,0.01651,60.58,16.1
Mexico_1995,Mexico,1995,0.01635,61.15,14.8
Moldova_1997,Moldova,1997,0.01598,62.58,5.48
Moldova_1998,Moldova,1998,0.01589,62.95,5.12
Moldova_1999,Moldova,1999,0.0162,61.73,4.96
Moldova_2000,Moldova,2000,0.01462,68.4,5.07
Moldova_2001,Moldova,2001,0.01527,65.49,5.4
Moldova_2002,Moldova,2002,0.01573,63.56,5.83
Moldova_2003,Moldova,2003,0.01607,62.22,6.23
Moldova_2004,Moldova,2004,0.01555,64.31,6.71
Moldova_2005,Moldova,2005,0.01541,64.88,7.23
Moldova_2006,Moldova,2006,0.01513,66.09,7.6
Moldova_2007,Moldova,2007,0.01414,70.7,7.85
Moldova_2008,Moldova,2008,0.01418,70.5,8.47
Moldova_2009,Moldova,2009,0.01579,63.35,7.98
Moldova_2010,Moldova,2010,0.01593,62.76,8.55
Moldova_2011,Moldova,2011,0.01589,62.93,9.05
Moldova_2012,Moldova,2012,0.01629,61.38,9
Moldova_2013,Moldova,2013,0.01638,61.05,9.82
Moldova_2014,Moldova,2014,0.01609,62.14,10.3
Moldova_2015,Moldova,2015,0.01628,61.42,10.4
Moldova_2016,Moldova,2016,0.01678,59.58,10.9
Mongolia_2016,Mongolia,2016,0.04695,21.299999999999997,11
North Macedonia_2009,North Macedonia,2009,0.01632,61.26,13.1
North Macedonia_2010,North Macedonia,2010,0.01621,61.7,13.5
North Macedonia_2011,North Macedonia,2011,0.01579,63.34,13.8
North Macedonia_2012,North Macedonia,2012,0.01614,61.97,13.7
North Macedonia_2013,North Macedonia,2013,0.01607,62.22,14.1
Norway_1990,Norway,1990,0.01685,59.336,42.1
Norway_1991,Norway,1991,0.01718,58.21,43.2
Norway_1992,Norway,1992,0.01724,57.989,44.5
Norway_1993,Norway,1993,0.01686,59.322,45.5
Norway_1994,Norway,1994,0.01649,60.65,47.5
Norway_1995,Norway,1995,0.01665,60.07,49.3
Norway_1996,Norway,1996,0.01644,60.84,51.5
Norway_1997,Norway,1997,0.01631,61.3,53.9
Norway_1998,Norway,1998,0.01609,62.16,55
Norway_1999,Norway,1999,0.01611,62.09,55.7
Norway_2000,Norway,2000,0.01578,63.37,57.1
Norway_2001,Norway,2001,0.01658,60.33,58
Norway_2002,Norway,2002,0.01666,60.04,58.5
Norway_2003,Norway,2003,0.01658,60.33,58.7
Norway_2004,Norway,2004,0.01657,60.36,60.7
Norway_2005,Norway,2005,0.01619,61.76,61.9
Norway_2006,Norway,2006,0.01614,61.94,62.8
Norway_2007,Norway,2007,0.01546,64.69,64.1
Norway_2008,Norway,2008,0.01589,62.95,63.6
Norway_2009,Norway,2009,0.01646,60.74,61.7
Norway_2010,Norway,2010,0.01574,63.55,61.4
Norway_2011,Norway,2011,0.01651,60.57,61.2
Norway_2012,Norway,2012,0.01563,63.98,62
Norway_2013,Norway,2013,0.01717,58.238,61.9
Norway_2014,Norway,2014,0.01691,59.151,62.4
Norway_2015,Norway,2015,0.01656,60.39,63
Poland_2004,Poland,2004,0.01564,63.94,18.3
Poland_2005,Poland,2005,0.0161,62.11,18.9
Poland_2006,Poland,2006,0.01545,64.73,20.1
Poland_2007,Poland,2007,0.01554,64.33,21.5
Poland_2008,Poland,2008,0.01633,61.23,22.4
Poland_2009,Poland,2009,0.01621,61.69,23.1
Poland_2010,Poland,2010,0.01604,62.33,24
Poland_2011,Poland,2011,0.01613,62.01,25.1
Poland_2012,Poland,2012,0.01667,59.98,25.5
Poland_2013,Poland,2013,0.01705,58.653,25.8
Poland_2014,Poland,2014,0.01609,62.15,26.6
Poland_2015,Poland,2015,0.01622,61.65,27.8
Portugal_2003,Portugal,2003,0.01544,64.77,30.4
Portugal_2004,Portugal,2004,0.01672,59.81,30.9
Portugal_2005,Portugal,2005,0.01661,60.21,31.1
Portugal_2006,Portugal,2006,0.0154,64.92,31.5
Portugal_2007,Portugal,2007,0.01639,61,32.3
Portugal_2008,Portugal,2008,0.01627,61.47,32.3
Portugal_2009,Portugal,2009,0.01645,60.78,31.3
Portugal_2010,Portugal,2010,0.01606,62.27,31.8
Portugal_2011,Portugal,2011,0.016,62.51,31.3
Portugal_2012,Portugal,2012,0.01462,68.4,30.2
Portugal_2013,Portugal,2013,0.01528,65.45,30
Portugal_2014,Portugal,2014,0.01569,63.74,30.4
Romania_2006,Romania,2006,0.01481,67.52,18.2
Romania_2007,Romania,2007,0.01555,64.28999999999999,19.8
Romania_2008,Romania,2008,0.01541,64.88,22
Romania_2009,Romania,2009,0.01635,61.16,21
Romania_2010,Romania,2010,0.01655,60.43,20.3
Romania_2011,Romania,2011,0.01673,59.79,20.8
Romania_2012,Romania,2012,0.01659,60.29,21.3
Romania_2013,Romania,2013,0.01652,60.52,22.2
Romania_2014,Romania,2014,0.01655,60.43,23.1
Romania_2015,Romania,2015,0.01641,60.93,23.9
Romania_2016,Romania,2016,0.01618,61.82,25.1
Russia_1997,Russia,1997,0.01675,59.7,13
Russia_1998,Russia,1998,0.0168,59.52,12.4
Serbia_2012,Serbia,2012,0.01628,61.44,14.9
Serbia_2013,Serbia,2013,0.01593,62.76,15.4
Serbia_2014,Serbia,2014,0.01594,62.75,15.2
Serbia_2015,Serbia,2015,0.01553,64.41,15.6
Slovakia_2006,Slovakia,2006,0.01502,66.56,21.8
Slovakia_2007,Slovakia,2007,0.01554,64.34,24.1
Slovakia_2008,Slovakia,2008,0.01585,63.1,25.5
Slovakia_2009,Slovakia,2009,0.01661,60.2,24
Slovakia_2010,Slovakia,2010,0.01644,60.83,25.5
Slovakia_2011,Slovakia,2011,0.01563,63.96,26.2
Slovakia_2012,Slovakia,2012,0.01656,60.38,26.5
Slovakia_2013,Slovakia,2013,0.0168,59.52,26.6
Slovakia_2014,Slovakia,2014,0.0172,58.141,27.3
Slovenia_2004,Slovenia,2004,0.01647,60.72,30
Slovenia_2005,Slovenia,2005,0.01635,61.18,31.1
Slovenia_2006,Slovenia,2006,0.0166,60.25,32.8
Slovenia_2007,Slovenia,2007,0.01602,62.42,34.9
Slovenia_2008,Slovenia,2008,0.01655,60.44,36.1
Slovenia_2009,Slovenia,2009,0.0173,57.814,33.1
Slovenia_2010,Slovenia,2010,0.0169,59.162,33.4
Slovenia_2011,Slovenia,2011,0.01661,60.2,33.6
Slovenia_2012,Slovenia,2012,0.01707,58.572,32.6
Slovenia_2013,Slovenia,2013,0.01703,58.715,32.2
Slovenia_2014,Slovenia,2014,0.01652,60.54,33.1
Slovenia_2015,Slovenia,2015,0.016,62.51,33.8
South Africa_2008,South Africa,2008,0.01623,61.63,13.8
South Korea_2006,South Korea,2006,0.01684,59.37,30
South Korea_2007,South Korea,2007,0.01688,59.253,31.6
South Korea_2008,South Korea,2008,0.01679,59.57,32.3
South Korea_2009,South Korea,2009,0.01682,59.456,32.4
South Korea_2010,South Korea,2010,0.01685,59.33,34.4
South Korea_2011,South Korea,2011,0.01687,59.28,35.4
South Korea_2012,South Korea,2012,0.01688,59.243,36
South Korea_2013,South Korea,2013,0.01683,59.431,37
South Korea_2014,South Korea,2014,0.01691,59.125,38
South Korea_2015,South Korea,2015,0.01701,58.78,38.8
Spain_1990,Spain,1990,0.01636,61.11,27.5
Spain_1991,Spain,1991,0.01649,60.66,28.2
Spain_1992,Spain,1992,0.0165,60.6,28.3
Spain_1993,Spain,1993,0.01651,60.56,27.9
Spain_1994,Spain,1994,0.01663,60.15,28.4
Spain_1995,Spain,1995,0.01671,59.85,29
Spain_1996,Spain,1996,0.01666,60.03,29.7
Spain_1997,Spain,1997,0.01664,60.1,30.7
Spain_1998,Spain,1998,0.01638,61.04,31.9
Spain_1999,Spain,1999,0.01624,61.59,33.2
Spain_2000,Spain,2000,0.01532,65.27,34.8
Spain_2001,Spain,2001,0.01585,63.1,35.9
Spain_2002,Spain,2002,0.01561,64.05,36.3
Spain_2003,Spain,2003,0.01616,61.89,36.8
Spain_2004,Spain,2004,0.01643,60.86,37.3
Spain_2005,Spain,2005,0.01644,60.84,38
Spain_2006,Spain,2006,0.01636,61.11,38.9
Spain_2007,Spain,2007,0.01584,63.13,39.5
Spain_2008,Spain,2008,0.01586,63.04,39.2
Spain_2009,Spain,2009,0.01691,59.14,37.4
Spain_2010,Spain,2010,0.01637,61.07,37.3
Spain_2011,Spain,2011,0.01658,60.31,36.9
Spain_2012,Spain,2012,0.01665,60.07,35.8
Spain_2013,Spain,2013,0.01613,62,35.4
Spain_2014,Spain,2014,0.01642,60.9,36
Spain_2015,Spain,2015,0.01655,60.43,37.4
Sweden_1990,Sweden,1990,0.01688,59.257,34.2
Sweden_1991,Sweden,1991,0.01644,60.82,33.5
Sweden_1992,Sweden,1992,0.01709,58.49809,33
Sweden_1993,Sweden,1993,0.0166,60.24,32.1
Sweden_1994,Sweden,1994,0.01633,61.24,33.1
Sweden_1995,Sweden,1995,0.0156,64.09,34.2
Sweden_1996,Sweden,1996,0.01656,60.38,34.7
Sweden_1997,Sweden,1997,0.01604,62.33,35.8
Sweden_1998,Sweden,1998,0.0149,67.12,37.3
Sweden_1999,Sweden,1999,0.01227,81.5,38.8
Sweden_2000,Sweden,2000,0.01489,67.18,40.6
Sweden_2001,Sweden,2001,0.01515,66.02,41.1
Sweden_2002,Sweden,2002,0.01529,65.39,41.9
Sweden_2003,Sweden,2003,0.01658,60.3,42.7
Sweden_2004,Sweden,2004,0.0159,62.88,44.4
Sweden_2005,Sweden,2005,0.01567,63.8,45.4
Sweden_2006,Sweden,2006,0.0157,63.71,47.3
Sweden_2007,Sweden,2007,0.01473,67.89,48.6
Sweden_2008,Sweden,2008,0.01504,66.5,48
Sweden_2009,Sweden,2009,0.01652,60.55,45.5
Sweden_2010,Sweden,2010,0.01706,58.626,47.8
Sweden_2011,Sweden,2011,0.01674,59.72,48.9
Sweden_2012,Sweden,2012,0.01687,59.274,48.3
Sweden_2013,Sweden,2013,0.01703,58.724,48.5
Sweden_2014,Sweden,2014,0.01754,57.02,49.3
Sweden_2015,Sweden,2015,0.01652,60.53,50.9
Switzerland_1990,Switzerland,1990,0.01651,60.58,56.3
Switzerland_1991,Switzerland,1991,0.01679,59.55,55.1
Switzerland_1992,Switzerland,1992,0.01698,58.903,54.5
Switzerland_1993,Switzerland,1993,0.01691,59.126,53.9
Switzerland_1994,Switzerland,1994,0.01674,59.72,54.2
Switzerland_1995,Switzerland,1995,0.01676,59.68,54.1
Switzerland_1996,Switzerland,1996,0.01669,59.93,54.1
Switzerland_1997,Switzerland,1997,0.0163,61.34,55.2
Switzerland_1998,Switzerland,1998,0.01607,62.23,56.7
Switzerland_1999,Switzerland,1999,0.01578,63.37,57.4
Switzerland_2000,Switzerland,2000,0.01498,66.75,59.4
Switzerland_2001,Switzerland,2001,0.01616,61.9,59.9
Switzerland_2002,Switzerland,2002,0.01635,61.16,59.5
Switzerland_2003,Switzerland,2003,0.01564,63.93,59
Switzerland_2004,Switzerland,2004,0.0166,60.25,60.3
Switzerland_2005,Switzerland,2005,0.01691,59.134,61.6
Switzerland_2006,Switzerland,2006,0.01416,70.6,63.7
Switzerland_2007,Switzerland,2007,0.01463,68.37,65.6
Switzerland_2008,Switzerland,2008,0.01694,59.024,66.6
Switzerland_2009,Switzerland,2009,0.01492,67.03999999999999,64.4
Switzerland_2010,Switzerland,2010,0.01628,61.43,65.8
Switzerland_2011,Switzerland,2011,0.01629,61.38,66.3
Switzerland_2012,Switzerland,2012,0.01556,64.27,66.4
Switzerland_2013,Switzerland,2013,0.01818,55,66.9
Thailand_1994,Thailand,1994,0.01683,59.432,9.36
Thailand_1995,Thailand,1995,0.01674,59.72,10
Thailand_1996,Thailand,1996,0.01673,59.78,10.5
Thailand_1997,Thailand,1997,0.01637,61.09,10.1
Thailand_1998,Thailand,1998,0.0154,64.93,9.18
Thailand_1999,Thailand,1999,0.01579,63.32,9.49
Thailand_2000,Thailand,2000,0.01635,61.16,9.81
Thailand_2001,Thailand,2001,0.01595,62.71,10.1
Thailand_2002,Thailand,2002,0.0164,60.99,10.6
Thailand_2003,Thailand,2003,0.01614,61.94,11.3
Thailand_2004,Thailand,2004,0.01616,61.89,11.9
Thailand_2005,Thailand,2005,0.01591,62.84,12.3
Thailand_2006,Thailand,2006,0.01599,62.52,12.8
Thailand_2007,Thailand,2007,0.01619,61.78,13.5
Thailand_2008,Thailand,2008,0.01628,61.44,13.6
Thailand_2009,Thailand,2009,0.01645,60.78,13.5
Thailand_2010,Thailand,2010,0.01592,62.82,14.4
Thailand_2011,Thailand,2011,0.0169,59.167,14.4
Thailand_2012,Thailand,2012,0.0162,61.74,15.4
Thailand_2013,Thailand,2013,0.01605,62.29,15.8
Thailand_2014,Thailand,2014,0.01674,59.72,15.9
Thailand_2015,Thailand,2015,0.01647,60.72,16.3
Thailand_2016,Thailand,2016,0.01685,59.343,16.8
Trinidad and Tobago_1990,Trinidad and Tobago,1990,0.01649,60.66,10.1
Trinidad and Tobago_1991,Trinidad and Tobago,1991,0.01621,61.69,10.3
Trinidad and Tobago_1992,Trinidad and Tobago,1992,0.01619,61.77,11.3
Tunisia_2009,Tunisia,2009,0.01613,62.01,10.5
Turkey_2009,Turkey,2009,0.01672,59.82,18.7
Turkey_2010,Turkey,2010,0.01676,59.67,20
Turkey_2011,Turkey,2011,0.01655,60.43,21.9
Turkey_2012,Turkey,2012,0.01665,60.06,22.6
Turkey_2013,Turkey,2013,0.01669,59.92,24.1
Turkey_2014,Turkey,2014,0.01669,59.92,24.9
Turkey_2015,Turkey,2015,0.01647,60.73,26
Ukraine_1995,Ukraine,1995,0.01693,59.054,7.91
Ukraine_1996,Ukraine,1996,0.01676,59.67,7.18
Ukraine_1997,Ukraine,1997,0.01674,59.74,7.03
Ukraine_1998,Ukraine,1998,0.01659,60.27,6.96
Ukraine_1999,Ukraine,1999,0.01665,60.07,7.01
Ukraine_2000,Ukraine,2000,0.01657,60.34,7.5
Ukraine_2001,Ukraine,2001,0.01653,60.51,8.24
Ukraine_2002,Ukraine,2002,0.01664,60.08,8.77
Ukraine_2003,Ukraine,2003,0.01633,61.24,9.68
Ukraine_2004,Ukraine,2004,0.01638,61.05,10.9
United Kingdom_1990,United Kingdom,1990,0.01606,62.28,31.2
United Kingdom_1991,United Kingdom,1991,0.01652,60.53,30.8
United Kingdom_1992,United Kingdom,1992,0.01654,60.45,30.8
United Kingdom_1993,United Kingdom,1993,0.01657,60.35,31.5
United Kingdom_1994,United Kingdom,1994,0.01661,60.22,32.6
United Kingdom_1995,United Kingdom,1995,0.01649,60.66,33.4
United Kingdom_1996,United Kingdom,1996,0.01645,60.78,34.1
United Kingdom_1997,United Kingdom,1997,0.01618,61.79,35.7
United Kingdom_1998,United Kingdom,1998,0.01535,65.14,36.7
United Kingdom_1999,United Kingdom,1999,0.0151,66.21,37.7
United Kingdom_2000,United Kingdom,2000,0.01463,68.37,38.9
United Kingdom_2001,United Kingdom,2001,0.01615,61.91,39.6
United Kingdom_2002,United Kingdom,2002,0.01574,63.53,40.2
United Kingdom_2003,United Kingdom,2003,0.0166,60.25,41.3
United Kingdom_2004,United Kingdom,2004,0.01611,62.09,42
United Kingdom_2005,United Kingdom,2005,0.01461,68.43,42.8
United Kingdom_2006,United Kingdom,2006,0.01515,65.99,43.6
United Kingdom_2007,United Kingdom,2007,0.01533,65.25,44.2
United Kingdom_2008,United Kingdom,2008,0.0149,67.12,43.8
United Kingdom_2009,United Kingdom,2009,0.01692,59.1,41.6
United Kingdom_2010,United Kingdom,2010,0.01635,61.18,42.1
United Kingdom_2011,United Kingdom,2011,0.0168,59.51,42.4
United Kingdom_2012,United Kingdom,2012,0.01661,60.22,42.8
United Kingdom_2013,United Kingdom,2013,0.01655,60.44,43.3
United Kingdom_2014,United Kingdom,2014,0.01655,60.41,44.2
United Kingdom_2015,United Kingdom,2015,0.01666,60.03,45
United States_1990,United States,1990,0.01675,59.69,40.4
United States_1991,United States,1991,0.01693,59.061,39.9
United States_1992,United States,1992,0.01696,58.965,40.7
United States_1993,United States,1993,0.01688,59.232,41.3
United States_1994,United States,1994,0.01687,59.268,42.4
United States_1995,United States,1995,0.01683,59.404,43
United States_1996,United States,1996,0.01675,59.71,44.1
United States_1997,United States,1997,0.01669,59.92,45.5
United States_1998,United States,1998,0.01644,60.83,47
United States_1999,United States,1999,0.0162,61.74,48.7
United States_2000,United States,2000,0.01615,61.91,50.1
United States_2001,United States,2001,0.01663,60.13,50.1
United States_2002,United States,2002,0.0168,59.52,50.5
United States_2003,United States,2003,0.0168,59.52,51.5
United States_2004,United States,2004,0.0166,60.25,53
United States_2005,United States,2005,0.01678,59.59,54.4
United States_2006,United States,2006,0.01649,60.66,55.4
United States_2007,United States,2007,0.01642,60.9,55.9
Venezuela_1990,Venezuela,1990,0.01683,59.428,15.4
Venezuela_1991,Venezuela,1991,0.01611,62.08,16.6
Venezuela_1992,Venezuela,1992,0.0168,59.54,17.3
Venezuela_1993,Venezuela,1993,0.01692,59.119,17.1
Venezuela_1994,Venezuela,1994,0.0167,59.87,16.4
