dmu,value
Russia_1959,NA
Serbia and Montenegro_1959,NA
Singapore_1959,NA
El Salvador_1959,38.3
Serbia_1959,NA
Sao Tome and Principe_1959,NA
Suriname_1959,NA
Slovakia_1959,NA
Slovenia_1959,NA
Sweden_1959,0.668
Seychelles_1959,NA
Thailand_1959,9.85
Tajikistan_1959,NA
Turkmenistan_1959,NA
Trinidad and Tobago_1959,4.970000000000001
Tunisia_1959,NA
Turkey_1959,NA
Ukraine_1959,NA
Uruguay_1959,4.78
United States_1959,5.01
USSR_1959,NA
Uzbekistan_1959,NA
Saint Vincent and the Grenadines_1959,NA
Venezuela_1959,8.54
United States Virgin Islands_1959,NA
Yugoslavia_1959,NA
South Africa_1959,NA
Albania_1960,NA
Argentina_1960,NA
Armenia_1960,NA
Antigua and Barbuda_1960,NA
Australia_1960,1.51
Austria_1960,1.22
Azerbaijan_1960,NA
Belgium_1960,0.631
Bulgaria_1960,NA
Bahrain_1960,NA
Bahamas_1960,NA
Bosnia and Herzegovina_1960,NA
Belarus_1960,NA
Belize_1960,NA
Bermuda_1960,NA
Brazil_1960,NA
Barbados_1960,3.58
Brunei_1960,NA
Canada_1960,1.47
Switzerland_1960,0.596
Czechoslovakia_1960,1.11
Chile_1960,5.9
Colombia_1960,41.6
Costa Rica_1960,NA
Cuba_1960,NA
Cayman Islands_1960,NA
Cyprus_1960,NA
Czechia_1960,NA
Germany_1960,NA
East Germany_1960,NA
West Germany_1960,0.907
Dominica_1960,NA
Denmark_1960,0.531
Dominican Republic_1960,NA
Ecuador_1960,NA
Egypt_1960,3.54
Spain_1960,0.277
Estonia_1960,NA
Finland_1960,3.04
France_1960,1.62
United Kingdom_1960,0.557
Georgia_1960,NA
Guadeloupe_1960,NA
Greece_1960,NA
Grenada_1960,NA
Guatemala_1960,NA
French Guiana_1960,NA
Guyana_1960,NA
Hong Kong_1960,1.14
Croatia_1960,NA
Hungary_1960,1.57
Ireland_1960,0.12
Iceland_1960,0.6645
Israel_1960,NA
Italy_1960,1.3
Jamaica_1960,NA
Jordan_1960,NA
Japan_1960,1.89
Kazakhstan_1960,NA
Kyrgyzstan_1960,NA
Saint Kitts and Nevis_1960,NA
South Korea_1960,NA
Kuwait_1960,NA
Saint Lucia_1960,NA
Sri Lanka_1960,4.23
Lithuania_1960,NA
Luxembourg_1960,NA
Latvia_1960,NA
Moldova_1960,NA
Mexico_1960,39.27
North Macedonia_1960,NA
Malta_1960,NA
Montenegro_1960,NA
Mongolia_1960,NA
Martinique_1960,NA
Mauritius_1960,NA
Malaysia_1960,NA
Nicaragua_1960,NA
Netherlands_1960,0.299
Norway_1960,0.423
New Zealand_1960,1.01
Oman_1960,NA
Panama_1960,6.46
Peru_1960,NA
Philippines_1960,NA
Poland_1960,1.02
Puerto Rico_1960,NA
Portugal_1960,0.949
Qatar_1960,NA
Reunion_1960,NA
Romania_1960,NA
Russia_1960,NA
Serbia and Montenegro_1960,NA
Singapore_1960,NA
El Salvador_1960,39.4
Serbia_1960,NA
Sao Tome and Principe_1960,NA
Suriname_1960,NA
Slovakia_1960,NA
Slovenia_1960,NA
Sweden_1960,0.63
Seychelles_1960,NA
Thailand_1960,10.7
Tajikistan_1960,NA
Turkmenistan_1960,NA
Trinidad and Tobago_1960,5.48
Tunisia_1960,NA
Turkey_1960,NA
Ukraine_1960,NA
Uruguay_1960,5.19
United States_1960,5.13
USSR_1960,NA
Uzbekistan_1960,NA
Saint Vincent and the Grenadines_1960,NA
Venezuela_1960,9.18
United States Virgin Islands_1960,NA
Yugoslavia_1960,NA
South Africa_1960,NA
Albania_1961,NA
Argentina_1961,NA
Armenia_1961,NA
Antigua and Barbuda_1961,1.54
Australia_1961,1.4
Austria_1961,1.08
Azerbaijan_1961,NA
Belgium_1961,0.682
Bulgaria_1961,NA
Bahrain_1961,NA
Bahamas_1961,NA
Bosnia and Herzegovina_1961,NA
Belarus_1961,NA
Belize_1961,NA
Bermuda_1961,NA
Brazil_1961,NA
Barbados_1961,2.08
Brunei_1961,NA
Canada_1961,1.27
Switzerland_1961,0.71
Czechoslovakia_1961,1.14
Chile_1961,6.51
Colombia_1961,43.5
Costa Rica_1961,3.28
Cuba_1961,NA
Cayman Islands_1961,NA
Cyprus_1961,NA
Czechia_1961,NA
Germany_1961,NA
East Germany_1961,NA
West Germany_1961,1.05
Dominica_1961,NA
Denmark_1961,0.39
Dominican Republic_1961,NA
Ecuador_1961,15.8
Egypt_1961,4.23
Spain_1961,0.182
Estonia_1961,NA
Finland_1961,2.59
France_1961,2.29
United Kingdom_1961,0.571
Georgia_1961,NA
Guadeloupe_1961,NA
Greece_1961,1.3
Grenada_1961,NA
Guatemala_1961,NA
French Guiana_1961,NA
Guyana_1961,NA
Hong Kong_1961,0.978
Croatia_1961,NA
Hungary_1961,2.25
Ireland_1961,0.203
Iceland_1961,0.628
Israel_1961,NA
Italy_1961,1.12
Jamaica_1961,NA
Jordan_1961,NA
Japan_1961,1.7
Kazakhstan_1961,NA
Kyrgyzstan_1961,NA
Saint Kitts and Nevis_1961,NA
South Korea_1961,NA
Kuwait_1961,NA
Saint Lucia_1961,NA
Sri Lanka_1961,3.51
Lithuania_1961,NA
Luxembourg_1961,NA
Latvia_1961,NA
Moldova_1961,NA
Mexico_1961,36.44
North Macedonia_1961,NA
Malta_1961,NA
Montenegro_1961,NA
Mongolia_1961,NA
Martinique_1961,NA
Mauritius_1961,1.26
Malaysia_1961,NA
Nicaragua_1961,NA
Netherlands_1961,0.374
Norway_1961,0.442
New Zealand_1961,1.04
Oman_1961,NA
Panama_1961,4.53
Peru_1961,NA
Philippines_1961,NA
Poland_1961,1.19
Puerto Rico_1961,NA
Portugal_1961,1.48
Qatar_1961,NA
Reunion_1961,NA
Romania_1961,NA
Russia_1961,NA
Serbia and Montenegro_1961,NA
Singapore_1961,NA
El Salvador_1961,49.6
Serbia_1961,NA
Sao Tome and Principe_1961,NA
Suriname_1961,NA
Slovakia_1961,NA
Slovenia_1961,NA
Sweden_1961,0.533
Seychelles_1961,NA
Thailand_1961,11.9
Tajikistan_1961,NA
Turkmenistan_1961,NA
Trinidad and Tobago_1961,5.87
Tunisia_1961,NA
Turkey_1961,NA
Ukraine_1961,NA
Uruguay_1961,4.9366666666666665
United States_1961,5.14
USSR_1961,NA
Uzbekistan_1961,NA
Saint Vincent and the Grenadines_1961,NA
Venezuela_1961,10.4
United States Virgin Islands_1961,NA
Yugoslavia_1961,NA
South Africa_1961,NA
Albania_1962,NA
Argentina_1962,NA
Armenia_1962,NA
Antigua and Barbuda_1962,2.995
Australia_1962,1.55
Austria_1962,0.996
Azerbaijan_1962,NA
Belgium_1962,0.541
Bulgaria_1962,NA
Bahrain_1962,NA
Bahamas_1962,NA
Bosnia and Herzegovina_1962,NA
Belarus_1962,NA
Belize_1962,NA
Bermuda_1962,NA
Brazil_1962,NA
Barbados_1962,0.75
Brunei_1962,NA
Canada_1962,1.49
Switzerland_1962,1.05
Czechoslovakia_1962,1.13
Chile_1962,2.1
Colombia_1962,43.7
Costa Rica_1962,4.94
Cuba_1962,NA
Cayman Islands_1962,NA
Cyprus_1962,NA
Czechia_1962,NA
Germany_1962,NA
East Germany_1962,NA
West Germany_1962,0.985
Dominica_1962,NA
Denmark_1962,0.519
Dominican Republic_1962,NA
Ecuador_1962,13.100000000000001
Egypt_1962,3.13
Spain_1962,0.0993
Estonia_1962,NA
Finland_1962,2.69
France_1962,1.59
United Kingdom_1962,0.61
Georgia_1962,NA
Guadeloupe_1962,NA
Greece_1962,1.18
Grenada_1962,NA
Guatemala_1962,NA
French Guiana_1962,NA
Guyana_1962,NA
Hong Kong_1962,0.866
Croatia_1962,NA
Hungary_1962,2.05
Ireland_1962,0.348
Iceland_1962,0.642
Israel_1962,NA
Italy_1962,0.962
Jamaica_1962,NA
Jordan_1962,NA
Japan_1962,1.57
Kazakhstan_1962,NA
Kyrgyzstan_1962,NA
Saint Kitts and Nevis_1962,NA
South Korea_1962,NA
Kuwait_1962,NA
Saint Lucia_1962,NA
Sri Lanka_1962,4.04
Lithuania_1962,NA
Luxembourg_1962,NA
Latvia_1962,NA
Moldova_1962,NA
Mexico_1962,33.61
North Macedonia_1962,NA
Malta_1962,NA
Montenegro_1962,NA
Mongolia_1962,NA
Martinique_1962,NA
Mauritius_1962,0.826
Malaysia_1962,NA
Nicaragua_1962,NA
Netherlands_1962,0.245
Norway_1962,0.395
New Zealand_1962,0.775
Oman_1962,NA
Panama_1962,6.84
Peru_1962,NA
Philippines_1962,NA
Poland_1962,1.16
Puerto Rico_1962,NA
Portugal_1962,0.982
Qatar_1962,NA
Reunion_1962,NA
Romania_1962,NA
Russia_1962,NA
Serbia and Montenegro_1962,NA
Singapore_1962,NA
El Salvador_1962,44.4
Serbia_1962,NA
Sao Tome and Principe_1962,NA
Suriname_1962,NA
Slovakia_1962,NA
Slovenia_1962,NA
Sweden_1962,0.521
Seychelles_1962,NA
Thailand_1962,13.7
Tajikistan_1962,NA
Turkmenistan_1962,NA
Trinidad and Tobago_1962,7.17
Tunisia_1962,NA
Turkey_1962,NA
Ukraine_1962,NA
Uruguay_1962,4.683333333333334
United States_1962,5.34
USSR_1962,NA
Uzbekistan_1962,NA
Saint Vincent and the Grenadines_1962,NA
Venezuela_1962,12.2
United States Virgin Islands_1962,NA
Yugoslavia_1962,NA
South Africa_1962,NA
Albania_1963,NA
Argentina_1963,NA
Armenia_1963,NA
Antigua and Barbuda_1963,4.45
Australia_1963,1.38
Austria_1963,0.85
Azerbaijan_1963,NA
Belgium_1963,0.639
Bulgaria_1963,NA
Bahrain_1963,NA
Bahamas_1963,NA
Bosnia and Herzegovina_1963,NA
Belarus_1963,NA
Belize_1963,NA
Bermuda_1963,NA
Brazil_1963,NA
Barbados_1963,0.645
Brunei_1963,NA
Canada_1963,1.39
Switzerland_1963,0.685
Czechoslovakia_1963,1.18
Chile_1963,2.03
Colombia_1963,39.2
Costa Rica_1963,4.48
Cuba_1963,NA
Cayman Islands_1963,NA
Cyprus_1963,NA
Czechia_1963,NA
Germany_1963,NA
East Germany_1963,NA
West Germany_1963,1.03
Dominica_1963,NA
Denmark_1963,0.82
Dominican Republic_1963,NA
Ecuador_1963,10.4
Egypt_1963,2.94
Spain_1963,0.138
Estonia_1963,NA
Finland_1963,2.5
France_1963,0.759
United Kingdom_1963,0.581
Georgia_1963,NA
Guadeloupe_1963,NA
Greece_1963,1.1
Grenada_1963,NA
Guatemala_1963,15.6
French Guiana_1963,NA
Guyana_1963,NA
Hong Kong_1963,1.08
Croatia_1963,NA
Hungary_1963,1.82
Ireland_1963,0.211
Iceland_1963,0.656
Israel_1963,NA
Italy_1963,0.949
Jamaica_1963,NA
Jordan_1963,NA
Japan_1963,1.55
Kazakhstan_1963,NA
Kyrgyzstan_1963,NA
Saint Kitts and Nevis_1963,NA
South Korea_1963,NA
Kuwait_1963,NA
Saint Lucia_1963,NA
Sri Lanka_1963,3.07
Lithuania_1963,NA
Luxembourg_1963,NA
Latvia_1963,NA
Moldova_1963,NA
Mexico_1963,30.78
North Macedonia_1963,NA
Malta_1963,NA
Montenegro_1963,NA
Mongolia_1963,NA
Martinique_1963,NA
Mauritius_1963,0.822
Malaysia_1963,NA
Nicaragua_1963,NA
Netherlands_1963,0.379
Norway_1963,0.661
New Zealand_1963,0.619
Oman_1963,NA
Panama_1963,6.06
Peru_1963,NA
Philippines_1963,NA
Poland_1963,0.908
Puerto Rico_1963,NA
Portugal_1963,1.03
Qatar_1963,NA
Reunion_1963,NA
Romania_1963,NA
Russia_1963,NA
Serbia and Montenegro_1963,NA
Singapore_1963,0.867
El Salvador_1963,40.3
Serbia_1963,NA
Sao Tome and Principe_1963,NA
Suriname_1963,NA
Slovakia_1963,NA
Slovenia_1963,NA
Sweden_1963,0.874
Seychelles_1963,NA
Thailand_1963,14.6
Tajikistan_1963,NA
Turkmenistan_1963,NA
Trinidad and Tobago_1963,5.41
Tunisia_1963,NA
Turkey_1963,NA
Ukraine_1963,NA
Uruguay_1963,4.43
United States_1963,5.39
USSR_1963,NA
Uzbekistan_1963,NA
Saint Vincent and the Grenadines_1963,NA
Venezuela_1963,14
United States Virgin Islands_1963,NA
Yugoslavia_1963,NA
South Africa_1963,NA
Albania_1964,NA
Argentina_1964,NA
Armenia_1964,NA
Antigua and Barbuda_1964,4.5200000000000005
Australia_1964,1.55
Austria_1964,1.01
Azerbaijan_1964,NA
Belgium_1964,0.583
Bulgaria_1964,2.1
Bahrain_1964,NA
Bahamas_1964,NA
Bosnia and Herzegovina_1964,NA
Belarus_1964,NA
Belize_1964,NA
Bermuda_1964,NA
Brazil_1964,NA
Barbados_1964,5.5
Brunei_1964,NA
Canada_1964,1.36
Switzerland_1964,0.738
Czechoslovakia_1964,1.22
Chile_1964,2.62
Colombia_1964,33.9
Costa Rica_1964,4.47
Cuba_1964,NA
Cayman Islands_1964,NA
Cyprus_1964,NA
Czechia_1964,NA
Germany_1964,NA
East Germany_1964,NA
West Germany_1964,1.08
Dominica_1964,NA
Denmark_1964,0.428
Dominican Republic_1964,NA
Ecuador_1964,6.22
Egypt_1964,NA
Spain_1964,0.0632
Estonia_1964,NA
Finland_1964,2.15
France_1964,0.848
United Kingdom_1964,0.614
Georgia_1964,NA
Guadeloupe_1964,NA
Greece_1964,0.963
Grenada_1964,NA
Guatemala_1964,15.3
French Guiana_1964,NA
Guyana_1964,NA
Hong Kong_1964,1.4
Croatia_1964,NA
Hungary_1964,1.82
Ireland_1964,0.592
Iceland_1964,0.388
Israel_1964,NA
Italy_1964,0.869
Jamaica_1964,NA
Jordan_1964,NA
Japan_1964,1.53
Kazakhstan_1964,NA
Kyrgyzstan_1964,NA
Saint Kitts and Nevis_1964,NA
South Korea_1964,NA
Kuwait_1964,NA
Saint Lucia_1964,NA
Sri Lanka_1964,3.16
Lithuania_1964,NA
Luxembourg_1964,NA
Latvia_1964,NA
Moldova_1964,NA
Mexico_1964,27.950000000000003
North Macedonia_1964,NA
Malta_1964,NA
Montenegro_1964,NA
Mongolia_1964,NA
Martinique_1964,NA
Mauritius_1964,2.45
Malaysia_1964,NA
Nicaragua_1964,NA
Netherlands_1964,0.392
Norway_1964,0.509
New Zealand_1964,1.26
Oman_1964,NA
Panama_1964,6.22
Peru_1964,NA
Philippines_1964,NA
Poland_1964,0.806
Puerto Rico_1964,NA
Portugal_1964,1.23
Qatar_1964,NA
Reunion_1964,NA
Romania_1964,NA
Russia_1964,NA
Serbia and Montenegro_1964,NA
Singapore_1964,1.72
El Salvador_1964,40.4
Serbia_1964,NA
Sao Tome and Principe_1964,NA
Suriname_1964,NA
Slovakia_1964,NA
Slovenia_1964,NA
Sweden_1964,0.793
Seychelles_1964,NA
Thailand_1964,17.3
Tajikistan_1964,NA
Turkmenistan_1964,NA
Trinidad and Tobago_1964,6.8075
Tunisia_1964,NA
Turkey_1964,NA
Ukraine_1964,NA
Uruguay_1964,4.58
United States_1964,5.67
USSR_1964,NA
Uzbekistan_1964,NA
Saint Vincent and the Grenadines_1964,NA
Venezuela_1964,12.9
United States Virgin Islands_1964,NA
Yugoslavia_1964,NA
South Africa_1964,NA
Albania_1965,NA
Argentina_1965,NA
Armenia_1965,NA
Antigua and Barbuda_1965,4.59
Australia_1965,1.49
Austria_1965,1.01
Azerbaijan_1965,NA
Belgium_1965,0.734
Bulgaria_1965,1.94
Bahrain_1965,NA
Bahamas_1965,NA
Bosnia and Herzegovina_1965,NA
Belarus_1965,NA
Belize_1965,NA
Bermuda_1965,NA
Brazil_1965,NA
Barbados_1965,4.135
Brunei_1965,NA
Canada_1965,1.4
Switzerland_1965,0.584
Czechoslovakia_1965,1.24
Chile_1965,2.37
Colombia_1965,33.9
Costa Rica_1965,4
Cuba_1965,NA
Cayman Islands_1965,NA
Cyprus_1965,NA
Czechia_1965,NA
Germany_1965,NA
East Germany_1965,NA
West Germany_1965,1.12
Dominica_1965,NA
Denmark_1965,0.628
Dominican Republic_1965,NA
Ecuador_1965,NA
Egypt_1965,NA
Spain_1965,0.141
Estonia_1965,NA
Finland_1965,2.01
France_1965,0.799
United Kingdom_1965,0.625
Georgia_1965,NA
Guadeloupe_1965,NA
Greece_1965,1.06
Grenada_1965,NA
Guatemala_1965,13.7
French Guiana_1965,NA
Guyana_1965,NA
Hong Kong_1965,1.09
Croatia_1965,NA
Hungary_1965,1.6
Ireland_1965,0.246
Iceland_1965,0.598
Israel_1965,NA
Italy_1965,0.869
Jamaica_1965,NA
Jordan_1965,NA
Japan_1965,1.43
Kazakhstan_1965,NA
Kyrgyzstan_1965,NA
Saint Kitts and Nevis_1965,NA
South Korea_1965,NA
Kuwait_1965,NA
Saint Lucia_1965,NA
Sri Lanka_1965,3.25
Lithuania_1965,NA
Luxembourg_1965,NA
Latvia_1965,NA
Moldova_1965,NA
Mexico_1965,25.12
North Macedonia_1965,NA
Malta_1965,0.398
Montenegro_1965,NA
Mongolia_1965,NA
Martinique_1965,NA
Mauritius_1965,2.6
Malaysia_1965,NA
Nicaragua_1965,NA
Netherlands_1965,0.343
Norway_1965,0.492
New Zealand_1965,1.06
Oman_1965,NA
Panama_1965,5.87
Peru_1965,NA
Philippines_1965,NA
Poland_1965,0.885
Puerto Rico_1965,NA
Portugal_1965,0.992
Qatar_1965,NA
Reunion_1965,NA
Romania_1965,NA
Russia_1965,NA
Serbia and Montenegro_1965,NA
Singapore_1965,2.61
El Salvador_1965,39.46
Serbia_1965,NA
Sao Tome and Principe_1965,NA
Suriname_1965,NA
Slovakia_1965,NA
Slovenia_1965,NA
Sweden_1965,0.747
Seychelles_1965,NA
Thailand_1965,18
Tajikistan_1965,NA
Turkmenistan_1965,NA
Trinidad and Tobago_1965,8.205
Tunisia_1965,NA
Turkey_1965,NA
Ukraine_1965,NA
Uruguay_1965,3.87
United States_1965,6.15
USSR_1965,NA
Uzbekistan_1965,NA
Saint Vincent and the Grenadines_1965,NA
Venezuela_1965,11.8
United States Virgin Islands_1965,NA
Yugoslavia_1965,NA
South Africa_1965,NA
Albania_1966,NA
Argentina_1966,4.65
Armenia_1966,NA
Antigua and Barbuda_1966,4.66
Australia_1966,1.4
Austria_1966,1.1
Azerbaijan_1966,NA
Belgium_1966,0.738
Bulgaria_1966,2.44
Bahrain_1966,NA
Bahamas_1966,NA
Bosnia and Herzegovina_1966,NA
Belarus_1966,NA
Belize_1966,NA
Bermuda_1966,NA
Brazil_1966,NA
Barbados_1966,2.77
Brunei_1966,NA
Canada_1966,1.34
Switzerland_1966,0.668
Czechoslovakia_1966,1.16
Chile_1966,8.06
Colombia_1966,28.4
Costa Rica_1966,5.3
Cuba_1966,NA
Cayman Islands_1966,NA
Cyprus_1966,NA
Czechia_1966,NA
Germany_1966,NA
East Germany_1966,NA
West Germany_1966,1.16
Dominica_1966,NA
Denmark_1966,0.486
Dominican Republic_1966,NA
Ecuador_1966,NA
Egypt_1966,NA
Spain_1966,0.169
Estonia_1966,NA
Finland_1966,2.31
France_1966,0.724
United Kingdom_1966,0.74
Georgia_1966,NA
Guadeloupe_1966,NA
Greece_1966,0.868
Grenada_1966,NA
Guatemala_1966,12.375555555555556
French Guiana_1966,NA
Guyana_1966,NA
Hong Kong_1966,1.19
Croatia_1966,NA
Hungary_1966,1.99
Ireland_1966,0.436
Iceland_1966,0.606
Israel_1966,NA
Italy_1966,0.792
Jamaica_1966,NA
Jordan_1966,NA
Japan_1966,1.45
Kazakhstan_1966,NA
Kyrgyzstan_1966,NA
Saint Kitts and Nevis_1966,NA
South Korea_1966,NA
Kuwait_1966,NA
Saint Lucia_1966,NA
Sri Lanka_1966,3.34
Lithuania_1966,NA
Luxembourg_1966,NA
Latvia_1966,NA
Moldova_1966,NA
Mexico_1966,22.290000000000003
North Macedonia_1966,NA
Malta_1966,0.3875
Montenegro_1966,NA
Mongolia_1966,NA
Martinique_1966,NA
Mauritius_1966,4.13
Malaysia_1966,NA
Nicaragua_1966,NA
Netherlands_1966,0.41
Norway_1966,0.403
New Zealand_1966,0.746
Oman_1966,NA
Panama_1966,5.57
Peru_1966,2.04
Philippines_1966,NA
Poland_1966,1.03
Puerto Rico_1966,NA
Portugal_1966,0.932
Qatar_1966,NA
Reunion_1966,NA
Romania_1966,NA
Russia_1966,NA
Serbia and Montenegro_1966,NA
Singapore_1966,2.24
El Salvador_1966,38.52
Serbia_1966,NA
Sao Tome and Principe_1966,NA
Suriname_1966,NA
Slovakia_1966,NA
Slovenia_1966,NA
Sweden_1966,0.865
Seychelles_1966,NA
Thailand_1966,17.7
Tajikistan_1966,NA
Turkmenistan_1966,NA
Trinidad and Tobago_1966,9.6025
Tunisia_1966,NA
Turkey_1966,NA
Ukraine_1966,NA
Uruguay_1966,4.62
United States_1966,6.59
USSR_1966,NA
Uzbekistan_1966,NA
Saint Vincent and the Grenadines_1966,NA
Venezuela_1966,10.6
United States Virgin Islands_1966,NA
Yugoslavia_1966,NA
South Africa_1966,NA
Albania_1967,NA
Argentina_1967,6.11
Armenia_1967,NA
Antigua and Barbuda_1967,NA
Australia_1967,1.43
Austria_1967,0.991
Azerbaijan_1967,NA
Belgium_1967,0.781
Bulgaria_1967,1.99
Bahrain_1967,NA
Bahamas_1967,NA
Bosnia and Herzegovina_1967,NA
Belarus_1967,NA
Belize_1967,NA
Bermuda_1967,1.8
Brazil_1967,NA
Barbados_1967,4.53
Brunei_1967,NA
Canada_1967,1.65
Switzerland_1967,0.804
Czechoslovakia_1967,1.18
Chile_1967,2.15
Colombia_1967,29.2
Costa Rica_1967,3.8
Cuba_1967,NA
Cayman Islands_1967,NA
Cyprus_1967,NA
Czechia_1967,NA
Germany_1967,NA
East Germany_1967,NA
West Germany_1967,1.23
Dominica_1967,NA
Denmark_1967,0.476
Dominican Republic_1967,NA
Ecuador_1967,NA
Egypt_1967,NA
Spain_1967,0.118
Estonia_1967,NA
Finland_1967,2.3
France_1967,0.913
United Kingdom_1967,0.754
Georgia_1967,NA
Guadeloupe_1967,NA
Greece_1967,0.731
Grenada_1967,NA
Guatemala_1967,11.05111111111111
French Guiana_1967,NA
Guyana_1967,NA
Hong Kong_1967,2.5
Croatia_1967,NA
Hungary_1967,1.94
Ireland_1967,0.417
Iceland_1967,1.178
Israel_1967,NA
Italy_1967,0.905
Jamaica_1967,NA
Jordan_1967,NA
Japan_1967,1.39
Kazakhstan_1967,NA
Kyrgyzstan_1967,NA
Saint Kitts and Nevis_1967,NA
South Korea_1967,NA
Kuwait_1967,NA
Saint Lucia_1967,NA
Sri Lanka_1967,3.43
Lithuania_1967,NA
Luxembourg_1967,0.373
Latvia_1967,NA
Moldova_1967,NA
Mexico_1967,19.46
North Macedonia_1967,NA
Malta_1967,0.377
Montenegro_1967,NA
Mongolia_1967,NA
Martinique_1967,NA
Mauritius_1967,2.64
Malaysia_1967,NA
Nicaragua_1967,NA
Netherlands_1967,0.446
Norway_1967,0.458
New Zealand_1967,1.36
Oman_1967,NA
Panama_1967,6.26
Peru_1967,2.74
Philippines_1967,NA
Poland_1967,1.03
Puerto Rico_1967,NA
Portugal_1967,1.42
Qatar_1967,NA
Reunion_1967,NA
Romania_1967,NA
Russia_1967,NA
Serbia and Montenegro_1967,NA
Singapore_1967,2.3
El Salvador_1967,37.58
Serbia_1967,NA
Sao Tome and Principe_1967,NA
Suriname_1967,NA
Slovakia_1967,NA
Slovenia_1967,NA
Sweden_1967,0.899
Seychelles_1967,NA
Thailand_1967,19.1
Tajikistan_1967,NA
Turkmenistan_1967,NA
Trinidad and Tobago_1967,11
Tunisia_1967,NA
Turkey_1967,NA
Ukraine_1967,NA
Uruguay_1967,5.72
United States_1967,7.54
USSR_1967,NA
Uzbekistan_1967,NA
Saint Vincent and the Grenadines_1967,NA
Venezuela_1967,10
United States Virgin Islands_1967,NA
Yugoslavia_1967,NA
South Africa_1967,NA
Albania_1968,NA
Argentina_1968,6.81
Armenia_1968,NA
Antigua and Barbuda_1968,NA
Australia_1968,1.66
Austria_1968,0.96
Azerbaijan_1968,NA
Belgium_1968,0.825
Bulgaria_1968,2.19
Bahrain_1968,NA
Bahamas_1968,NA
Bosnia and Herzegovina_1968,NA
Belarus_1968,NA
Belize_1968,NA
Bermuda_1968,2.33
Brazil_1968,NA
Barbados_1968,3.52
Brunei_1968,NA
Canada_1968,1.76
Switzerland_1968,0.745
Czechoslovakia_1968,1.33
Chile_1968,7.96
Colombia_1968,22.3
Costa Rica_1968,3.28
Cuba_1968,NA
Cayman Islands_1968,NA
Cyprus_1968,NA
Czechia_1968,NA
Germany_1968,NA
East Germany_1968,NA
West Germany_1968,1.12
Dominica_1968,NA
Denmark_1968,0.595
Dominican Republic_1968,NA
Ecuador_1968,NA
Egypt_1968,NA
Spain_1968,0.101
Estonia_1968,NA
Finland_1968,2.09
France_1968,0.752
United Kingdom_1968,0.766
Georgia_1968,NA
Guadeloupe_1968,NA
Greece_1968,0.72
Grenada_1968,NA
Guatemala_1968,9.726666666666667
French Guiana_1968,NA
Guyana_1968,NA
Hong Kong_1968,2.08
Croatia_1968,NA
Hungary_1968,2.3
Ireland_1968,0.375
Iceland_1968,1.75
Israel_1968,NA
Italy_1968,0.875
Jamaica_1968,NA
Jordan_1968,NA
Japan_1968,1.43
Kazakhstan_1968,NA
Kyrgyzstan_1968,NA
Saint Kitts and Nevis_1968,NA
South Korea_1968,NA
Kuwait_1968,NA
Saint Lucia_1968,NA
Sri Lanka_1968,2.82
Lithuania_1968,NA
Luxembourg_1968,1.5
Latvia_1968,NA
Moldova_1968,NA
Mexico_1968,16.63
North Macedonia_1968,NA
Malta_1968,0.4054
Montenegro_1968,NA
Mongolia_1968,NA
Martinique_1968,NA
Mauritius_1968,8.37
Malaysia_1968,NA
Nicaragua_1968,NA
Netherlands_1968,0.409
Norway_1968,0.558
New Zealand_1968,0.729
Oman_1968,NA
Panama_1968,5.07
Peru_1968,2.42
Philippines_1968,NA
Poland_1968,0.991
Puerto Rico_1968,NA
Portugal_1968,0.899
Qatar_1968,NA
Reunion_1968,NA
Romania_1968,NA
Russia_1968,NA
Serbia and Montenegro_1968,NA
Singapore_1968,1.6
El Salvador_1968,36.64
Serbia_1968,NA
Sao Tome and Principe_1968,NA
Suriname_1968,NA
Slovakia_1968,NA
Slovenia_1968,NA
Sweden_1968,0.657
Seychelles_1968,NA
Thailand_1968,19.9
Tajikistan_1968,NA
Turkmenistan_1968,NA
Trinidad and Tobago_1968,NA
Tunisia_1968,NA
Turkey_1968,NA
Ukraine_1968,NA
Uruguay_1968,4.64
United States_1968,8.1
USSR_1968,NA
Uzbekistan_1968,NA
Saint Vincent and the Grenadines_1968,NA
Venezuela_1968,10.1
United States Virgin Islands_1968,NA
Yugoslavia_1968,3.77
South Africa_1968,NA
Albania_1969,NA
Argentina_1969,7.29
Armenia_1969,NA
Antigua and Barbuda_1969,NA
Australia_1969,1.33
Austria_1969,1.12
Azerbaijan_1969,NA
Belgium_1969,0.781
Bulgaria_1969,2.7
Bahrain_1969,NA
Bahamas_1969,1.09
Bosnia and Herzegovina_1969,NA
Belarus_1969,NA
Belize_1969,NA
Bermuda_1969,2.19
Brazil_1969,NA
Barbados_1969,2.72
Brunei_1969,NA
Canada_1969,1.93
Switzerland_1969,0.528
Czechoslovakia_1969,1.44
Chile_1969,5.94
Colombia_1969,19.4
Costa Rica_1969,3.83
Cuba_1969,NA
Cayman Islands_1969,NA
Cyprus_1969,NA
Czechia_1969,NA
Germany_1969,NA
East Germany_1969,NA
West Germany_1969,1.32
Dominica_1969,NA
Denmark_1969,0.695
Dominican Republic_1969,NA
Ecuador_1969,NA
Egypt_1969,NA
Spain_1969,0.252
Estonia_1969,NA
Finland_1969,2.66
France_1969,0.821
United Kingdom_1969,0.771
Georgia_1969,NA
Guadeloupe_1969,NA
